Id,Label,timeset,componentnumber,strongcompnum,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,pageranks,clustering,eigencentrality,modularity_class
wileikelboom,wileikelboom,,0,634,18,3,21,26,6,32,17,0.105038,0.118289,33183.913577,0.016853,0.003643,0.002135,0.034211,0.077977,2
coasterizer,coasterizer,,0,763,1,1,2,1,1,2,1,1,1,1,0.000683,0.00012,0.000155,0,0.001803,2
JozefPost,JozefPost,,0,787,1,3,4,1,3,4,20,0.077343,0.086504,14.666667,0.00001,0.00207,0.000174,0.083333,0.001803,4
jos_koopman,jos_koopman,,0,634,2,2,4,2,3,5,19,0.083658,0.094158,6598.651282,0.001595,0.001964,0.000215,0.166667,0.007453,4
trouw,trouw,,0,29,45,0,45,58,0,58,0,0,0,0,0.039064,0,0.003665,0.006061,0.151556,4
kees92267188,kees92267188,,0,495,2,1,3,2,1,3,1,1,1,1,0.001717,0.010844,0.000188,0.166667,0.005865,2
maartenhopman94,maartenhopman94,,0,788,4,0,4,4,0,4,0,0,0,0,0.009166,0,0.000301,0,0.009297,1
VenRonald,VenRonald,,0,789,0,2,2,0,2,2,21,0.076507,0.088923,0,0,0.009743,0.000143,0,0,2
Quiberelius,Quiberelius,,0,790,1,1,2,1,1,2,17,0.104958,0.12201,432.405495,0.001369,0.000523,0.00017,0,0.002991,2
J41963735,J41963735,,0,634,19,13,32,22,13,35,16,0.117153,0.146298,38993.712011,0.01043,0.001947,0.000964,0.094253,0.068276,2
BartMaes16,BartMaes16,,0,791,2,1,3,2,1,3,17,0.101773,0.110673,0,0.00021,0.002082,0.000265,0.333333,0.003606,2
Steven17196286,Steven17196286,,0,792,2,8,10,2,9,11,1,1,1,13.2,0.000146,0.025413,0.000211,0,0.003606,2
JerStone68,JerStone68,,0,795,0,6,6,0,6,6,16,0.116018,0.139271,0,0,0.015177,0.000143,0.033333,0,1
DirkjeSol,DirkjeSol,,0,794,2,0,2,2,0,2,0,0,0,0,0.001258,0,0.000204,0,0.003606,1
cryptosom,cryptosom,,0,793,2,0,2,2,0,2,0,0,0,0,0.001258,0,0.000204,0,0.003606,1
Kriek_Paul,Kriek_Paul,,0,796,0,1,1,0,1,1,3,0.4,0.45,0,0,0.000231,0.000143,0,0,1
Claire70028593,Claire70028593,,0,797,0,3,3,0,3,3,20,0.082912,0.101043,0,0,0.043395,0.000143,0.666667,0,1
geekingthething,geekingthething,,0,634,6,2,8,8,2,10,20,0.082838,0.100171,0,0.017643,0.04251,0.000318,0.25,0.014019,1
D10011980,D10011980,,0,781,1,3,4,1,3,4,1,1,1,21,0.000018,0.008261,0.000197,0,0.00518,2
guest_7th,guest_7th,,0,798,0,2,2,0,2,2,21,0.076507,0.088923,0,0,0.009743,0.000143,0,0,2
Noviomagus1966,Noviomagus1966,,0,494,1,1,2,1,1,2,1,1,1,0,0.001389,0.010844,0.000147,0.5,0.004062,2
p_joger,p_joger,,0,799,2,12,14,2,37,39,17,0.107694,0.130869,1160.377006,0.007263,0.087429,0.000196,0.076923,0.004067,1
Antonkarel,Antonkarel,,0,600,9,0,9,10,0,10,0,0,0,0,0.023153,0,0.000365,0.027778,0.026282,1
PolitiekBIJ1,PolitiekBIJ1,,0,144,71,0,71,91,0,91,0,0,0,0,0.109662,0,0.00466,0.005433,0.404385,1
thmsbergman,thmsbergman,,0,801,0,3,3,0,3,3,15,0.126452,0.140674,0,0,0.004865,0.000143,0,0,2
Emrys10,Emrys10,,0,802,0,2,2,0,2,2,1,1,1,0,0,0.002425,0.000143,0,0,2
Levensgeniete19,Levensgeniete19,,0,65,36,0,36,41,0,41,0,0,0,0,0.017359,0,0.00367,0.011905,0.108455,2
r_topiquin,r_topiquin,,0,805,0,2,2,0,2,2,18,0.092626,0.100671,0,0,0,0.000143,0,0,2
LLulkoek,LLulkoek,,0,804,2,2,4,2,2,4,17,0.101803,0.111399,1038,0,0.012926,0.000265,0,0.003606,2
RPBerkhout,RPBerkhout,,0,806,1,2,3,1,2,3,16,0.1086,0.126586,1032,0.000011,0.005858,0.000204,0,0.001803,2
Olaf1967DH,Olaf1967DH,,0,808,0,7,7,0,7,7,15,0.133471,0.153185,0,0,0.037126,0.000143,0.02381,0,1
AchmedAkkabi,AchmedAkkabi,,0,708,2,0,2,3,0,3,0,0,0,0,0.004719,0,0.000216,0,0.004131,1
Tijnpetje,Tijnpetje,,0,634,3,18,21,3,30,33,13,0.153138,0.191464,17295.230347,0.006369,0.108602,0.000169,0.057143,0.008103,1
eppieheins,eppieheins,,0,810,0,2,2,0,2,2,1,1,1,0,0,0.000011,0.000143,0,0,0
Daphne_dB,Daphne_dB,,0,809,2,0,2,2,0,2,0,0,0,0,0.000001,0,0.000265,0,0.003606,0
mickvanwely,mickvanwely,,0,410,6,0,6,6,0,6,0,0,0,0,0.000221,0,0.000605,0.033333,0.013636,0
Blm60Blm,Blm60Blm,,0,811,0,1,1,0,1,1,1,1,1,0,0,0.000195,0.000143,0,0,1
Jurjenvdb,Jurjenvdb,,0,489,6,0,6,6,0,6,0,0,0,0,0.003897,0,0.000457,0,0.013293,1
PerrydeWit,PerrydeWit,,0,813,0,4,4,0,6,6,21,0.076935,0.0928,0,0,0.009792,0.000143,0,0,2
KapiteinJeroen,KapiteinJeroen,,0,815,2,8,10,2,8,10,21,0.077412,0.096658,576.642857,0.000047,0.021862,0.000254,0.027778,0.005664,2
jvbnee,jvbnee,,0,818,1,5,6,1,6,7,2,0.857143,0.916667,1,0.000567,0.019749,0.000173,0.15,0.002328,2
PaulBalhuizen,PaulBalhuizen,,0,819,0,3,3,0,5,5,20,0.082885,0.101027,0,0,0.042926,0.000143,0.333333,0,1
shantiii21,shantiii21,,0,820,0,2,2,0,2,2,20,0.083259,0.101802,0,0,0.033135,0.000143,0.5,0,1
THiddema,THiddema,,0,521,10,0,10,11,0,11,0,0,0,0,0.015169,0,0.000636,0.011111,0.029982,2
Josse1848,Josse1848,,0,822,0,5,5,0,8,8,16,0.117902,0.139163,0,0,0.015418,0.000143,0.25,0,2
hillbillynl,hillbillynl,,0,493,1,0,1,1,0,1,0,0,0,0,0.000205,0,0.000169,0,0.002972,1
RendeJong5,RendeJong5,,0,823,0,2,2,0,2,2,1,1,1,0,0,0.014876,0.000143,0,0,2
GJHAmsterdam,GJHAmsterdam,,0,824,1,0,1,1,0,1,0,0,0,0,0.000113,0,0.000184,0,0.001803,2
Nafta78,Nafta78,,0,825,1,2,3,1,2,3,1,1,1,2,0.000014,0.008487,0.000204,0,0.001803,2
ben_zat,ben_zat,,0,827,0,3,3,0,3,3,16,0.112404,0.129229,0,0,0.000294,0.000143,0,0,2
Rosinant_,Rosinant_,,0,634,3,3,6,3,3,6,15,0.1263,0.150739,8325.231793,0.000083,0.000609,0.000229,0,0.006959,1
Martinbosma_pvv,Martinbosma_pvv,,0,9,17,0,17,17,0,17,0,0,0,0,0.005759,0,0.001367,0.011029,0.051012,2
top_grafisch,top_grafisch,,0,828,1,1,2,1,1,2,1,1,1,1,0.000024,0.000164,0.000184,0,0.001803,2
Jan_Verbeek_,Jan_Verbeek_,,0,829,0,2,2,0,2,2,1,1,1,0,0,0.008862,0.000143,0,0,2
Patrieeees,Patrieeees,,0,450,2,0,2,2,0,2,0,0,0,0,0.001334,0,0.00029,0,0.009897,3
krisamasu,krisamasu,,0,634,1,8,9,1,8,9,20,0.085198,0.106419,3332.363799,0.000046,0.033654,0.000148,0.013889,0.003353,2
Quesitum,Quesitum,,0,834,0,13,13,0,14,14,17,0.106951,0.131902,0,0,0.0483,0.000143,0.032051,0,3
Anandstweets,Anandstweets,,0,634,1,5,6,1,5,6,21,0.076786,0.092324,38.683333,0.003211,0.025827,0.000164,0,0.003334,1
gpalmen,gpalmen,,0,836,0,2,2,0,2,2,14,0.12779,0.145082,0,0,0.000144,0.000143,0,0,2
PeterBeuker,PeterBeuker,,0,835,5,1,6,6,1,7,1,1,1,2,0.001474,0.008447,0.000412,0.1,0.009015,2
Kees71234,Kees71234,,0,35,15,0,15,16,0,16,0,0,0,0,0.006338,0,0.001219,0,0.038273,2
avdvnmg,avdvnmg,,0,838,0,2,2,0,2,2,17,0.108284,0.126386,0,0,0.001761,0.000143,0,0,2
GdenAantrekker,GdenAantrekker,,0,837,2,0,2,2,0,2,0,0,0,0,0.000097,0,0.000245,0,0.003606,2
domootto,domootto,,0,807,3,0,3,3,0,3,0,0,0,0,0.001979,0,0.000283,0,0.005409,2
Menlngen,Menlngen,,0,839,0,3,3,0,3,3,1,1,1,0,0,0.018426,0.000143,0,0,2
ghf1948,ghf1948,,0,840,0,2,2,0,2,2,1,1,1,0,0,0.000071,0.000143,0,0,0
Perr19458206,Perr19458206,,0,633,2,0,2,2,0,2,0,0,0,0,0.000004,0,0.000306,0,0.00495,0
HuubBellemakers,HuubBellemakers,,0,80,15,0,15,16,0,16,0,0,0,0,0.012027,0,0.001343,0.004762,0.039454,1
CartoonGek,CartoonGek,,0,628,2,0,2,2,0,2,0,0,0,0,0.002052,0,0.000183,0,0.004136,1
ringwaldband,ringwaldband,,0,639,1,7,8,1,14,15,16,0.125,0.150883,0,0.002262,0.01082,0.00015,0.125,0.002264,2
DongaMaurits,DongaMaurits,,0,634,11,11,22,30,20,50,15,0.141973,0.1793,39731.840913,0.025526,0.013356,0.000346,0.088235,0.035515,2
groenlinks,groenlinks,,0,241,22,0,22,31,0,31,0,0,0,0,0.033234,0,0.000996,0.004329,0.059916,2
SPnl,SPnl,,0,638,3,0,3,4,0,4,0,0,0,0,0.002811,0,0.00029,0.166667,0.00639,2
PvdA,PvdA,,0,389,6,0,6,7,0,7,0,0,0,0,0.011505,0,0.000223,0.033333,0.015275,2
PartijvdDieren,PartijvdDieren,,0,637,2,0,2,3,0,3,0,0,0,0,0.002804,0,0.000168,0.5,0.004587,2
SamanthavanS95,SamanthavanS95,,0,634,1,1,2,3,1,4,21,0.078099,0.095261,0,0.00237,0.00188,0.00027,0,0.021671,2
DaWizzNL,DaWizzNL,,0,782,2,1,3,9,1,10,17,0.105797,0.122582,0,0.000018,0,0.000281,1,0.007841,2
ZaireKrieger,ZaireKrieger,,0,841,2,0,2,2,0,2,0,0,0,0,0.00082,0,0.000246,0,0.004785,3
PeterHebly,PeterHebly,,0,843,1,4,5,1,6,7,18,0.09567,0.109283,1028,0.00033,0.001727,0.000184,0.1,0.001803,2
Denkjewel,Denkjewel,,0,634,15,6,21,18,6,24,17,0.103614,0.116904,19960.322318,0.0081,0.005452,0.002258,0.021053,0.070109,2
nadia_buiter,nadia_buiter,,0,845,0,2,2,0,2,2,2,0.75,0.833333,0,0,0.009825,0.000143,0,0,1
SoRoustayar,SoRoustayar,,0,844,1,1,2,1,1,2,1,1,1,1,0.000492,0.004342,0.000204,0,0.001803,1
mrbrownwhale,mrbrownwhale,,0,634,5,2,7,7,2,9,20,0.08256,0.098626,3099.1,0.003462,0.030816,0.000927,0.066667,0.0132,1
CnaVD,CnaVD,,0,846,0,3,3,0,4,4,20,0.082812,0.100774,0,0,0.067485,0.000143,0.5,0,1
VriesAlweer,VriesAlweer,,0,467,2,0,2,2,0,2,0,0,0,0,0.00322,0,0.000165,0,0.005627,1
1970_R_Mat,1970_R_Mat,,0,336,4,1,5,4,1,5,1,1,1,498.416667,0.001937,0.000478,0.000467,0,0.01842,2
Sjakijo,Sjakijo,,0,847,1,4,5,1,5,6,16,0.109047,0.122294,1032,0.000003,0.0027,0.000184,0.05,0.001803,2
Obnsw,Obnsw,,0,145,3,7,10,3,7,10,2,0.818182,0.888889,3998.802381,0.003707,0.014539,0.000198,0.097222,0.007882,2
jacobantonie,jacobantonie,,0,119,1,1,2,1,1,2,1,1,1,665.059839,0.000558,0.000537,0.000173,0,0.007781,2
RotterdamBIJ1,RotterdamBIJ1,,0,118,11,0,11,11,0,11,0,0,0,0,0.010711,0,0.000635,0,0.029478,2
Ricardo08179846,Ricardo08179846,,0,848,1,4,5,1,5,6,2,0.833333,0.9,2.5,0.000146,0.028933,0.00015,0,0.001803,0
Elsdijkstra95,Elsdijkstra95,,0,849,0,5,5,0,7,7,19,0.08181,0.093535,0,0,0.010185,0.000143,0.05,0,2
Errrr_________,Errrr_________,,0,634,10,4,14,15,10,25,18,0.088782,0.1016,180886.287968,0.010014,0.002678,0.002256,0.102564,0.230545,1
HenriVerhees,HenriVerhees,,0,853,2,8,10,3,9,12,16,0.12629,0.156276,559.691414,0.002212,0.006859,0.000241,0.089286,0.007081,0
BroerVanRosita,BroerVanRosita,,0,852,2,3,5,3,8,11,2,0.8,0.875,15.166667,0.000892,0.000055,0.000212,0.166667,0.005532,0
teigemans,teigemans,,0,634,6,5,11,18,15,33,16,0.118444,0.152861,27298.992557,0.006331,0.03241,0.000421,0.069444,0.030782,3
esthervalent,esthervalent,,0,634,3,7,10,5,15,20,16,0.117033,0.135423,42753.52132,0.00157,0.016359,0.000363,0.041667,0.012508,0
SjefVugt,SjefVugt,,0,416,4,6,10,6,6,12,2,0.875,0.928571,4045.95,0.003711,0.030806,0.000436,0.055556,0.011142,0
vpknerd,vpknerd,,0,413,2,0,2,4,0,4,0,0,0,0,0.003693,0,0.000201,0,0.006806,0
NicVis4,NicVis4,,0,634,6,8,14,11,11,22,15,0.130385,0.150071,32487.206428,0.007543,0.01503,0.000332,0.098485,0.018174,0
Niem62453560Ano,Niem62453560Ano,,0,854,0,8,8,0,15,15,16,0.127594,0.158815,0,0,0.067841,0.000143,0.089286,0,1
Politie,Politie,,0,18,70,0,70,90,0,90,0,0,0,0,0.086626,0,0.004204,0.010145,0.307215,1
vttroyd1949,vttroyd1949,,0,855,1,1,2,1,1,2,1,1,1,1,0.00081,0.000282,0.000149,0,0.001803,2
frieda145,frieda145,,0,856,0,9,9,0,12,12,15,0.120726,0.149096,0,0,0.006289,0.000143,0.041667,0,4
aalbert_torsius,aalbert_torsius,,0,634,3,3,6,5,3,8,16,0.114705,0.139242,49920.698754,0.002085,0.002575,0.000489,0.15,0.012627,4
paulcaballo2,paulcaballo2,,0,634,6,8,14,9,10,19,17,0.106987,0.127091,9171.678247,0.003794,0.004278,0.00065,0.060606,0.020512,4
mj___87,mj___87,,0,634,2,2,4,2,2,4,15,0.123415,0.133956,16.5,0.001268,0.009946,0.000214,0.166667,0.007175,0
CoenvdVen,CoenvdVen,,0,294,3,0,3,7,0,7,0,0,0,0,0.001269,0,0.000404,0.333333,0.013151,2
Riffter7,Riffter7,,0,857,0,2,2,0,3,3,1,1,1,0,0,0.003241,0.000143,0,0,2
Gerard1945X,Gerard1945X,,0,339,18,5,23,18,5,23,2,0.857143,0.916667,3797.608333,0.010421,0.001788,0.000905,0.005929,0.044762,2
seadanourhussen,seadanourhussen,,0,299,12,0,12,17,0,17,0,0,0,0,0.022229,0,0.001641,0.037879,0.207143,1
lampenstein,lampenstein,,0,858,0,3,3,0,3,3,17,0.103767,0.115944,0,0,0.003435,0.000143,0.333333,0,2
barbaratruc,barbaratruc,,0,861,1,5,6,1,5,6,16,0.112961,0.126116,21.5,0.000028,0.000591,0.00018,0.15,0.002328,2
Miesli2,Miesli2,,0,860,2,3,5,2,4,6,17,0.1019,0.112276,62,0.000466,0.000218,0.000199,0.1,0.004131,2
oscarbrak,oscarbrak,,0,862,0,2,2,0,2,2,2,0.583333,0.642857,0,0,0.006666,0.000143,0,0,3
wepromiseto,wepromiseto,,0,634,2,4,6,3,5,8,21,0.076883,0.092411,11909.964982,0.002256,0.012225,0.001155,0.166667,0.077759,1
Joanna__rd,Joanna__rd,,0,108,4,0,4,5,0,5,0,0,0,0,0.005624,0,0.000424,0.083333,0.018879,1
RM63622931,RM63622931,,0,864,0,2,2,0,2,2,2,0.571429,0.625,0,0,0.006511,0.000143,0,0,3
RebekkaTimmer,RebekkaTimmer,,0,214,17,0,17,22,0,22,0,0,0,0,0.03146,0,0.00061,0.014706,0.041237,1
Rob00110,Rob00110,,0,504,6,2,8,6,3,9,2,0.666667,0.75,136.121645,0.005669,0.005965,0.000299,0.017857,0.017911,1
JoannaSusanna,JoannaSusanna,,0,85,6,3,9,7,3,10,1,1,1,2397.49412,0.004223,0.008646,0.000961,0.027778,0.030961,2
14mei48,14mei48,,0,866,0,2,2,0,2,2,1,1,1,0,0,0.001993,0.000143,0,0,3
gertjansegers,gertjansegers,,0,865,2,0,2,2,0,2,0,0,0,0,0.000522,0,0.000245,0,0.003606,3
geertwilderspvv,geertwilderspvv,,0,8,43,0,43,49,0,49,0,0,0,0,0.039238,0,0.002451,0.009413,0.153099,3
12Kranenburg,12Kranenburg,,0,868,0,2,2,0,2,2,2,0.555556,0.6,0,0,0.000199,0.000143,0,0,1
jan_dobber,jan_dobber,,0,440,3,7,10,3,10,13,1,1,1,274.285714,0.003954,0.017431,0.000228,0.044444,0.007266,1
TofikDibi,TofikDibi,,0,129,15,0,15,17,0,17,0,0,0,0,0.025807,0,0.000953,0.019048,0.051579,1
WMPost,WMPost,,0,634,23,13,36,23,15,38,17,0.110718,0.143011,49395.140311,0.022377,0.043347,0.001048,0.029412,0.074126,2
ietjefietje,ietjefietje,,0,893,0,18,18,0,19,19,15,0.160319,0.208891,0,0,0.002904,0.000143,0.006536,0,1
mikofLohr,mikofLohr,,0,82,8,0,8,10,0,10,0,0,0,0,0.004232,0,0.000892,0.017857,0.029121,2
D_van_Aalst,D_van_Aalst,,0,127,1,2,3,1,2,3,3,0.571429,0.708333,2054.333333,0.000575,0.001281,0.000166,0.166667,0.002861,1
Justin_Kees1,Justin_Kees1,,0,31,5,5,10,5,5,10,1,1,1,311.693651,0.001011,0.025888,0.00046,0.011111,0.015995,2
hug0_jh,hug0_jh,,0,879,2,0,2,2,0,2,0,0,0,0,0.001809,0,0.000156,0.5,0.005515,1
NickBlunt10,NickBlunt10,,0,634,10,18,28,11,20,31,15,0.137637,0.180973,50188.926609,0.005554,0.036136,0.000563,0.013228,0.032961,2
GerryNijhuis,GerryNijhuis,,0,894,0,2,2,0,2,2,17,0.104969,0.122494,0,0,0.00054,0.000143,0.5,0,2
theodorus_VII,theodorus_VII,,0,782,1,2,3,3,3,6,17,0.105807,0.123061,0,0.000018,0.000031,0.000197,0.5,0.00518,2
HAN_Nederland,HAN_Nederland,,0,892,1,1,2,1,1,2,1,1,1,0.5,0.000146,0.009801,0.00015,0,0.001803,1
PRh96075146,PRh96075146,,0,897,0,8,8,0,8,8,18,0.100437,0.125045,0,0,0.026535,0.000143,0.053571,0,2
bezorg_service,bezorg_service,,0,842,2,2,4,2,2,4,18,0.091158,0.097404,5.05,0.000479,0.010253,0.000186,0.083333,0.004067,2
baspaternotte,baspaternotte,,0,634,12,2,14,12,2,14,17,0.100126,0.107271,7845.620183,0.009028,0.001413,0.000675,0.021978,0.028941,2
Massi173,Massi173,,0,898,0,2,2,0,2,2,20,0.085912,0.10366,0,0,0.033691,0.000143,0.5,0,2
Dirk2137,Dirk2137,,0,634,1,3,4,1,3,4,14,0.165996,0.203929,19.333333,0.000046,0.003358,0.000148,0,0.003353,2
occupyadam,occupyadam,,0,899,0,2,2,0,2,2,2,0.666667,0.75,0,0,0.000686,0.000143,0,0,3
Michel1401,Michel1401,,0,900,1,2,3,1,3,4,16,0.121986,0.148759,1033,0.000299,0.000281,0.000164,0,0.001803,2
GenerationalFTa,GenerationalFTa,,0,901,0,1,1,0,3,3,21,0.076332,0.087278,0,0,0.000174,0.000143,0,0,1
Christine020865,Christine020865,,0,902,0,2,2,0,2,2,3,0.571429,0.708333,0,0,0.000422,0.000143,0,0,1
kristonvbemmel,kristonvbemmel,,0,126,5,1,6,5,1,6,2,0.666667,0.75,771.333333,0.000138,0.000749,0.00056,0,0.009583,1
IngridTuinstra1,IngridTuinstra1,,0,904,0,2,2,0,2,2,2,0.625,0.7,0,0,0.000684,0.000143,0,0,0
spanjaard1959,spanjaard1959,,0,903,1,1,2,1,1,2,1,1,1,1,0.000034,0.009801,0.000204,0,0.001803,0
fotopeter31,fotopeter31,,0,905,0,6,6,0,8,8,17,0.108156,0.130205,0,0,0.045649,0.000143,0.166667,0,1
joopdegraaff,joopdegraaff,,0,906,0,3,3,0,3,3,21,0.078175,0.09662,0,0,0.011459,0.000143,0.333333,0,2
Robbert00272607,Robbert00272607,,0,634,2,3,5,2,5,7,20,0.082567,0.099111,1287,0.003089,0.03243,0.001379,0.5,0.033049,1
RealPlagueDoct,RealPlagueDoct,,0,908,2,19,21,3,22,25,16,0.1186,0.147474,1118.580952,0.000241,0.057319,0.00029,0.026316,0.00419,0
GovertNieuwland,GovertNieuwland,,0,909,0,2,2,0,2,2,16,0.110011,0.117982,0,0,0.000559,0.000143,0,0,4
BriellDe,BriellDe,,0,196,2,0,2,4,0,4,0,0,0,0,0.00178,0,0.000215,0,0.004771,4
HendrikWakker,HendrikWakker,,0,634,21,1,22,24,1,25,15,0.123312,0.133108,18277.684776,0.009378,0.00445,0.001135,0.006494,0.048927,4
Piet_Heyn,Piet_Heyn,,0,910,0,2,2,0,2,2,1,1,1,0,0,0.002926,0.000143,0,0,3
jaken69261993,jaken69261993,,0,911,1,5,6,1,10,11,15,0.129449,0.150834,128.591357,0.000448,0.076765,0.000157,0.133333,0.001803,1
EliannevT,EliannevT,,0,859,4,2,6,7,2,9,16,0.113043,0.125103,3782.224988,0.000116,0.000143,0.000833,0.05,0.009499,2
HaraldDutch,HaraldDutch,,0,480,2,1,3,6,1,7,1,1,1,3,0.000611,0.000249,0.000195,0,0.004699,2
globalistaa,globalistaa,,0,296,4,0,4,4,0,4,0,0,0,0,0.004961,0,0.000411,0,0.012786,3
BilderbergsS,BilderbergsS,,0,540,3,1,4,3,1,4,2,0.6,0.666667,256.652381,0.000321,0.000469,0.000256,0.416667,0.022526,2
DeLelijke,DeLelijke,,0,634,3,4,7,3,4,7,15,0.16252,0.204606,23585.034867,0.006674,0.006716,0.000163,0.133333,0.012572,2
nadic_,nadic_,,0,912,0,2,2,0,2,2,16,0.108588,0.126425,0,0,0.01206,0.000143,0.5,0,2
mraymon34794331,mraymon34794331,,0,634,1,5,6,1,5,6,16,0.111387,0.122823,834.325262,0.001389,0.008112,0.000147,0,0.004062,1
Johngoldwing1,Johngoldwing1,,0,913,2,3,5,2,3,5,2,0.8,0.875,6.333333,0.001274,0.041096,0.000199,0.05,0.003606,2
MEESTERPEET,MEESTERPEET,,0,916,3,3,6,3,3,6,18,0.093182,0.109473,2319.185714,0.000197,0.000152,0.000292,0,0.006518,1
hansbrugwachter,hansbrugwachter,,0,916,1,5,6,1,5,6,18,0.096399,0.111111,1812.5,0.000008,0.002195,0.000226,0,0.00332,1
Boomer07346504,Boomer07346504,,0,917,0,3,3,0,3,3,20,0.082872,0.100999,0,0,0.042618,0.000143,0.333333,0,1
AnneBruijne,AnneBruijne,,0,774,2,0,2,2,0,2,0,0,0,0,0.002141,0,0.000341,0,0.004067,1
HermanGalle,HermanGalle,,0,634,1,7,8,1,11,12,20,0.082912,0.099692,1389.666667,0.000524,0.010196,0.000165,0.119048,0.002896,2
nitram318,nitram318,,0,634,2,7,9,3,30,33,19,0.090155,0.10841,8821.630952,0.000541,0.010459,0.000174,0.089286,0.005193,2
M_nke,M_nke,,0,300,4,1,5,11,1,12,1,1,1,0,0.001688,0.006429,0.000326,0.3,0.010156,2
XperienceIS,XperienceIS,,0,634,2,7,9,2,9,11,17,0.111531,0.134727,17517.651049,0.001401,0.004081,0.000208,0,0.005865,1
CihanUgural,CihanUgural,,0,918,1,2,3,1,2,3,21,0.076502,0.08846,1033,0,0.001232,0.000265,0,0.001803,1
nihalesmaaltmis,nihalesmaaltmis,,0,634,13,1,14,14,1,15,21,0.076433,0.087577,5198.10404,0.015655,0,0.000728,0,0.037574,1
ine66H,ine66H,,0,634,4,1,5,4,1,5,17,0.10577,0.122753,37.235714,0.000348,0.000012,0.000317,0.5,0.024329,2
Wiep13396680,Wiep13396680,,0,634,3,12,15,3,13,16,16,0.118267,0.147523,5787.638095,0.000245,0.001524,0.00049,0.143939,0.022934,2
ardjiman,ardjiman,,0,782,1,1,2,2,1,3,17,0.105797,0.122582,0,0.000018,0,0.000197,0,0.00518,2
TwoDutchGamers,TwoDutchGamers,,0,667,1,1,2,1,1,2,2,0.545455,0.583333,6,0.000114,0.006494,0.000223,0,0.002726,2
DeSloperT,DeSloperT,,0,524,4,1,5,4,1,5,2,0.666667,0.75,24,0.000866,0.024975,0.000381,0.15,0.013436,2
theNUC1,theNUC1,,0,634,9,5,14,18,5,23,18,0.096045,0.110326,10416.225,0.020023,0.012993,0.000376,0.049451,0.02103,1
Willem4bergen,Willem4bergen,,0,415,1,1,2,1,1,2,1,1,1,0,0.001544,0.000174,0.000205,0.5,0.004093,0
DeAltijd,DeAltijd,,0,138,6,0,6,7,0,7,0,0,0,0,0.003481,0,0.000705,0.033333,0.020056,0
HoogP2,HoogP2,,0,492,1,2,3,1,2,3,1,1,1,1396.530889,0.001389,0.000738,0.000147,0,0.004062,2
MiraMoerma,MiraMoerma,,0,919,0,2,2,0,2,2,1,1,1,0,0,0.006438,0.000143,0,0,3
liesbethvdveen,liesbethvdveen,,0,297,5,0,5,5,0,5,0,0,0,0,0.00946,0,0.000312,0,0.015096,3
wordtvervolgd,wordtvervolgd,,0,920,0,1,1,0,1,1,2,0.666667,0.75,0,0,0.024975,0.000143,0,0,1
EddyC4444,EddyC4444,,0,490,1,4,5,1,5,6,2,0.833333,0.9,111.066604,0.001389,0.041852,0.000147,0.05,0.004062,1
SteenksRafaela,SteenksRafaela,,0,519,7,0,7,7,0,7,0,0,0,0,0.00358,0,0.000744,0,0.021587,3
sappige,sappige,,0,927,1,10,11,1,10,11,15,0.152964,0.194479,312.955556,0.003006,0.000496,0.000152,0,0.001803,2
Kitten07508151,Kitten07508151,,0,634,2,1,3,2,1,3,21,0.076501,0.088294,20.260227,0.000071,0.001296,0.000161,0,0.005617,2
NicoStikvoort,NicoStikvoort,,0,928,0,1,1,0,1,1,17,0.101773,0.110673,0,0,0.002082,0.000143,0,0,2
FredvanHeukelom,FredvanHeukelom,,0,929,0,3,3,0,3,3,22,0.072241,0.089806,0,0,0.000703,0.000143,0,0,2
cmtolkes,cmtolkes,,0,111,2,2,4,2,2,4,2,0.75,0.833333,1443.066667,0.000838,0.008468,0.000233,0,0.006718,2
JakobKingma,JakobKingma,,0,930,0,2,2,0,2,2,20,0.081867,0.091127,0,0,0.003448,0.000143,0,0,2
LucianaBoutox,LucianaBoutox,,0,174,2,2,4,2,2,4,3,0.5,0.583333,0,0.002374,0.001846,0.000256,0.5,0.007666,1
Dulfera,Dulfera,,0,932,0,2,2,0,2,2,21,0.077066,0.091144,0,0,0.002492,0.000143,0,0,2
HenzOpperbacher,HenzOpperbacher,,0,931,2,0,2,2,0,2,0,0,0,0,0.000386,0,0.000218,0,0.003606,2
WijZeggen,WijZeggen,,0,934,1,4,5,3,15,18,2,0.833333,0.9,0,0.00003,0.000598,0.000182,0.25,0.002328,2
martwinducati,martwinducati,,0,933,2,0,2,7,0,7,0,0,0,0,0.00006,0,0.000221,1,0.004656,2
JCrelis,JCrelis,,0,424,5,1,6,10,1,11,1,1,1,10.333333,0.003551,0.005277,0.000298,0.066667,0.013807,2
OutOfLikes,OutOfLikes,,0,634,1,7,8,4,9,13,18,0.095485,0.109563,14345.074278,0.000006,0.001994,0.000398,0.02381,0.003962,4
lorenzovoort_,lorenzovoort_,,0,88,2,1,3,2,1,3,2,0.666667,0.75,2588,0.000645,0,0.000309,0,0.005285,2
HansHelder2,HansHelder2,,0,935,0,2,2,0,2,2,3,0.529412,0.592593,0,0,0.000941,0.000143,0,0,2
