Id,Label,timeset,componentnumber,strongcompnum,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,pageranks,clustering,eigencentrality,modularity_class
Prof_Haatbaard,Prof_Haatbaard,,0,387,1,1,2,1,1,2,3,0.5,0.555556,0,0.000743,0.000256,0.000198,0,0.003081,2
EmiIyVM,EmiIyVM,,0,734,1,3,4,2,5,7,17,0.103431,0.123219,0,0.001684,0.00029,0.000166,0.5,0.002795,4
LilSwagda,LilSwagda,,0,134,3,0,3,5,0,5,0,0,0,0,0.001913,0,0.000282,0.666667,0.010868,4
ERudelsheim,ERudelsheim,,0,2304,0,1,1,0,1,1,1,1,1,0,0,0.000318,0.000143,0,0,2
Marclief,Marclief,,0,634,1,4,5,2,7,9,17,0.113769,0.142368,1516.584921,0.000244,0.00069,0.000171,0.166667,0.003327,0
struikmans,struikmans,,0,461,2,0,2,4,0,4,0,0,0,0,0.000278,0,0.000208,1,0.005778,0
wesbes43,wesbes43,,0,634,2,3,5,2,3,5,23,0.067935,0.081823,639.724242,0.001963,0.008617,0.000184,0.1,0.009141,2
geert000,geert000,,0,2305,0,2,2,0,2,2,20,0.082614,0.098773,0,0,0.055636,0.000143,0.5,0,1
curry684,curry684,,0,1719,1,0,1,1,0,1,0,0,0,0,0.000002,0,0.000204,0,0.001803,1
MathijsvdSande,MathijsvdSande,,0,599,3,0,3,3,0,3,0,0,0,0,0.004275,0,0.00028,0,0.00759,2
EchteIi,EchteIi,,0,557,1,0,1,1,0,1,0,0,0,0,0.000799,0,0.000156,0,0.002453,3
ockjetellegen,ockjetellegen,,0,304,6,0,6,34,0,34,0,0,0,0,0.004722,0,0.000482,0,0.01866,1
Ysselar,Ysselar,,0,2306,0,2,2,0,2,2,2,0.75,0.833333,0,0,0.025735,0.000143,0,0,2
Kek_Husaria,Kek_Husaria,,0,2307,0,6,6,0,6,6,20,0.083032,0.103742,0,0,0.046973,0.000143,0.2,0,4
Samslifeinpiec2,Samslifeinpiec2,,0,154,5,0,5,5,0,5,0,0,0,0,0.0057,0,0.000271,0.2,0.013842,4
Marcel_Meijvis,Marcel_Meijvis,,0,156,4,4,8,4,4,8,2,0.833333,0.9,453.5,0.005481,0.004381,0.000223,0.232143,0.009893,4
Protect_World16,Protect_World16,,0,2308,0,2,2,0,2,2,1,1,1,0,0,0.015297,0.000143,0,0,1
willyweethet,willyweethet,,0,2098,2,2,4,2,4,6,17,0.101263,0.120902,1534.064036,0.006233,0.030739,0.000186,0.166667,0.004067,1
Bananen_druiven,Bananen_druiven,,0,650,1,1,2,1,1,2,1,1,1,15.5,0.003,0.001521,0.000163,0,0.003107,2
GerwinGiessen,GerwinGiessen,,0,2309,0,2,2,0,2,2,20,0.082647,0.098974,0,0,0.040462,0.000143,0,0,1
provosoof,provosoof,,0,322,1,5,6,1,7,8,1,1,1,52.8,0.004257,0.015855,0.000149,0.033333,0.002588,1
kuitenbrouwer,kuitenbrouwer,,0,321,3,0,3,3,0,3,0,0,0,0,0.002147,0,0.00024,0,0.009543,2
TheBossHisWife1,TheBossHisWife1,,0,634,2,5,7,2,5,7,16,0.124038,0.150113,5132.609524,0.001287,0.009124,0.000183,0.095238,0.005185,2
TwitPollNL,TwitPollNL,,0,1279,2,0,2,2,0,2,0,0,0,0,0,0,0.000338,0,0.004067,1
JoWe_FBPEGlobal,JoWe_FBPEGlobal,,0,634,1,6,7,8,37,45,16,0.106932,0.130517,12847.943654,0.001752,0.037058,0.000154,0.119048,0.002968,4
JohnMullem,JohnMullem,,0,152,2,0,2,14,0,14,0,0,0,0,0.003609,0,0.000176,0.5,0.005368,4
Volendam2021,Volendam2021,,0,1021,3,10,13,3,23,26,20,0.083745,0.109056,82.333333,0.009457,0.083326,0.000209,0.096154,0.006332,1
FermeMarcel,FermeMarcel,,0,2310,0,4,4,0,4,4,2,0.833333,0.9,0,0,0.032864,0.000143,0,0,2
berhenh,berhenh,,0,2311,0,2,2,0,2,2,2,0.75,0.833333,0,0,0.003902,0.000143,0.5,0,4
Pasweijenberg,Pasweijenberg,,0,2312,0,3,3,0,3,3,1,1,1,0,0,0.009927,0.000143,0,0,1
Evie_Dreacken,Evie_Dreacken,,0,733,2,2,4,4,4,8,21,0.075741,0.083472,4,0.000158,0.000085,0.000415,0.5,0.005921,4
Koelie1984mp,Koelie1984mp,,0,733,1,2,3,1,2,3,21,0.075741,0.083472,0,0.000004,0.000093,0.00032,1,0.002998,4
IkWakker,IkWakker,,0,1746,1,1,2,6,1,7,1,1,1,0,0.000023,0.000155,0.000184,0.5,0.001803,3
markdehollander,markdehollander,,0,634,3,2,5,4,6,10,16,0.111135,0.126255,3142.529279,0.004529,0.005291,0.000222,0.166667,0.006765,2
F_r_e_n_k_i_e,F_r_e_n_k_i_e,,0,149,2,3,5,2,3,5,2,0.8,0.875,892.055704,0.001798,0.004067,0.000158,0.1,0.006321,4
janrhenen,janrhenen,,0,634,1,2,3,1,2,3,15,0.12107,0.139421,10268.726561,0,0.000012,0.000245,0,0.003147,0
lodewijkhof,lodewijkhof,,0,2313,0,3,3,0,3,3,21,0.076684,0.090329,0,0,0.005582,0.000143,0,0,2
Tark_Hork,Tark_Hork,,0,1363,2,0,2,2,0,2,0,0,0,0,0.002923,0,0.000218,0,0.00499,3
JohanSmits13,JohanSmits13,,0,2318,0,9,9,0,9,9,14,0.147942,0.178731,0,0,0.008932,0.000143,0.013889,0,1
SmokedeWoke1,SmokedeWoke1,,0,2317,1,1,2,1,1,2,1,1,1,1,0.000448,0.000344,0.000157,0,0.001803,2
wvndra,wvndra,,0,2316,1,0,1,1,0,1,0,0,0,0,0.000448,0,0.000157,0,0.001803,1
melislub34,melislub34,,0,2315,1,1,2,1,1,2,1,1,1,1,0.000448,0,0.000157,0,0.001803,1
JanBezemer3,JanBezemer3,,0,2314,1,2,3,1,2,3,13,0.134856,0.147504,141.591357,0.000448,0.00474,0.000157,0.166667,0.001803,0
HelgaTuik,HelgaTuik,,0,2319,0,5,5,0,5,5,15,0.127232,0.14356,0,0,0.034647,0.000143,0.05,0,2
Yous033,Yous033,,0,1514,1,0,1,1,0,1,0,0,0,0,0.000945,0,0.000161,0,0.001803,2
MscBurger,MscBurger,,0,205,6,2,8,6,2,8,1,1,1,7,0.003365,0.010413,0.000403,0.160714,0.015603,3
VerlorenHorizon,VerlorenHorizon,,0,634,3,4,7,5,6,11,14,0.147408,0.175526,21683.143406,0.005664,0.003969,0.000203,0.4,0.008656,4
eenwereldburger,eenwereldburger,,0,634,1,2,3,1,2,3,15,0.109172,0.1178,176782.745904,0.000025,0.000264,0.000305,0,0.004004,2
toonkarakter,toonkarakter,,0,634,1,2,3,1,2,3,14,0.122275,0.134002,175774.950666,0.000013,0.000618,0.000273,0,0.002501,2
andoradmiraal,andoradmiraal,,0,2066,1,2,3,1,2,3,3,0.555556,0.666667,5,0.000039,0.000342,0.000165,0.166667,0.002264,3
CorneliusKuyt,CorneliusKuyt,,0,2320,0,1,1,0,1,1,1,1,1,0,0,0.008447,0.000143,0,0,2
DTStotheresque,DTStotheresque,,0,2321,0,3,3,0,3,3,23,0.068058,0.083452,0,0,0.008591,0.000143,0.5,0,2
j_tijman,j_tijman,,0,2322,0,2,2,0,2,2,17,0.10719,0.123241,0,0,0.000748,0.000143,0,0,2
peter_schijven,peter_schijven,,0,2323,0,2,2,0,2,2,1,1,1,0,0,0.000012,0.000143,0,0,4
SergeTwit2,SergeTwit2,,0,563,2,0,2,2,0,2,0,0,0,0,0.000001,0,0.000285,0,0.004289,4
DeTegenpartij3,DeTegenpartij3,,0,2324,0,2,2,0,2,2,17,0.117573,0.144279,0,0,0.030923,0.000143,0.5,0,1
Youp00997167,Youp00997167,,0,2325,0,3,3,0,3,3,21,0.078175,0.09662,0,0,0.011459,0.000143,0.333333,0,2
RUFFNECC290,RUFFNECC290,,0,2064,2,0,2,2,0,2,0,0,0,0,0.000039,0,0.000304,0.5,0.004587,3
MeMysel50642341,MeMysel50642341,,0,2065,1,1,2,1,1,2,1,1,1,0,0.000039,0.000002,0.000165,0.5,0.002264,3
hans81193504,hans81193504,,0,2326,0,3,3,0,3,3,20,0.084656,0.102176,0,0,0.000297,0.000143,0,0,2
TurinGorthol,TurinGorthol,,0,634,1,2,3,1,2,3,18,0.101896,0.121712,8877.013384,0.00003,0.000598,0.000154,0,0.002798,2
MichelMertens14,MichelMertens14,,0,2327,0,3,3,0,3,3,17,0.102389,0.114486,0,0,0.002435,0.000143,0.166667,0,1
blaricum2021,blaricum2021,,0,2328,0,3,3,0,3,3,2,0.8,0.875,0,0,0.008632,0.000143,0.166667,0,2
CHRl5TEL,CHRl5TEL,,0,1235,2,2,4,2,3,5,1,1,1,3,0.000438,0.008663,0.000225,0.083333,0.003606,2
RuudvderVelden,RuudvderVelden,,0,473,1,1,2,4,2,6,4,0.4,0.46875,0,0.000525,0.000082,0.000275,0,0.005335,2
SouerWim,SouerWim,,0,2329,0,4,4,0,4,4,2,0.75,0.833333,0,0,0.004463,0.000143,0.333333,0,4
aartjanstrijker,aartjanstrijker,,0,2330,0,1,1,0,3,3,3,0.5,0.583333,0,0,0.000906,0.000143,0,0,0
CoolRatioer,CoolRatioer,,0,2332,0,4,4,0,4,4,17,0.107261,0.125087,0,0,0.033099,0.000143,0.583333,0,1
App0ll02,App0ll02,,0,2331,1,3,4,1,3,4,17,0.107169,0.12424,0,0.001659,0.033016,0.000174,0.583333,0.001803,1
MathurinKev,MathurinKev,,0,634,6,4,10,6,6,12,16,0.117033,0.135661,6305.628227,0.015151,0.037181,0.000326,0.144444,0.014751,1
joostwinter,joostwinter,,0,1660,1,4,5,5,5,10,15,0.124505,0.138556,0,0.000021,0.000409,0.000165,0.25,0.002328,2
ShirleySchreud2,ShirleySchreud2,,0,204,2,2,4,2,2,4,1,1,1,5.984364,0.001421,0.016121,0.000161,0.083333,0.005865,2
HHansje,HHansje,,0,2333,0,4,4,0,7,7,20,0.082653,0.100063,0,0,0.064346,0.000143,0.166667,0,1
Nol623,Nol623,,0,2334,0,1,1,0,1,1,1,1,1,0,0,0.000424,0.000143,0,0,2
PtPettel,PtPettel,,0,208,1,1,2,1,1,2,1,1,1,1292,0.001389,0.000066,0.000147,0,0.004062,2
Penetrator2021,Penetrator2021,,0,908,1,1,2,1,1,2,17,0.106036,0.121261,0,0.002873,0.000012,0.000156,0,0.002795,0
wittewittigheid,wittewittigheid,,0,141,2,0,2,3,0,3,0,0,0,0,0.001881,0,0.000293,1,0.006986,4
EGoethard,EGoethard,,0,2335,0,1,1,0,1,1,1,1,1,0,0,0.000263,0.000143,0,0,4
piet_party,piet_party,,0,2336,0,2,2,0,2,2,17,0.104937,0.117413,0,0,0.001314,0.000143,0,0,1
rereneetje,rereneetje,,0,623,5,0,5,6,0,6,0,0,0,0,0.011058,0,0.000291,0,0.011011,1
wimwientjes,wimwientjes,,0,2337,1,1,2,1,1,2,18,0.092454,0.099124,0,0.000105,0,0.00032,0,0.002328,2
devilstrike1,devilstrike1,,0,2337,1,2,3,1,2,3,17,0.101862,0.111533,1033,0,0.002087,0.000415,0,0.002328,2
Carla31243137,Carla31243137,,0,2338,0,3,3,0,3,3,1,1,1,0,0,0.000637,0.000143,0,0,4
MarDutch64,MarDutch64,,0,2339,0,2,2,0,2,2,2,0.666667,0.75,0,0,0.002212,0.000143,0,0,0
whitetornado_nl,whitetornado_nl,,0,2340,0,5,5,0,7,7,18,0.093758,0.114205,0,0,0.057253,0.000143,0.15,0,1
Rein701,Rein701,,0,2341,0,2,2,0,2,2,1,1,1,0,0,0.009024,0.000143,0,0,2
RTLSintjournaal,RTLSintjournaal,,0,2343,0,5,5,0,9,9,19,0.08803,0.100891,0,0,0.001851,0.000143,0.05,0,3
hetisookwat,hetisookwat,,0,2002,1,1,2,1,1,2,1,1,1,0.5,0,0.009801,0.000204,0,0.001803,1
Tarwesmoothie,Tarwesmoothie,,0,2345,0,4,4,0,7,7,20,0.082754,0.100353,0,0,0.036354,0.000143,0.083333,0,1
AlexiaDuwe,AlexiaDuwe,,0,2344,1,0,1,3,0,3,0,0,0,0,0.001822,0,0.000174,0,0.001803,1
Vanusvik,Vanusvik,,0,938,2,0,2,2,0,2,0,0,0,0,0.00053,0,0.000225,0,0.004587,2
AJJDordt,AJJDordt,,0,2346,0,4,4,0,4,4,20,0.077288,0.084744,0,0,0.000681,0.000143,0,0,2
kevinVcapelle,kevinVcapelle,,0,1659,2,0,2,3,0,3,0,0,0,0,0.000041,0,0.0002,1,0.004656,2
ellen_heutinck,ellen_heutinck,,0,634,1,2,3,1,2,3,20,0.082812,0.100156,106.042857,0.00003,0.04251,0.000154,0.333333,0.002798,1
La_Afrovita,La_Afrovita,,0,2347,0,1,1,0,1,1,1,1,1,0,0,0.000273,0.000143,0,0,2
MargreetSteend1,MargreetSteend1,,0,2348,0,2,2,0,2,2,1,1,1,0,0,0.015297,0.000143,0,0,1
TPotijk,TPotijk,,0,2349,1,2,3,1,2,3,15,0.124054,0.135551,843.805556,0.003555,0.00928,0.000157,0.166667,0.001803,2
HanffPeter,HanffPeter,,0,227,1,1,2,1,1,2,2,0.6,0.666667,47.666667,0,0.000683,0.000485,0,0.007021,2
afcaziva,afcaziva,,0,2350,0,15,15,0,17,17,11,0.196493,0.237453,0,0,0.008586,0.000143,0.02381,0,2
KonjoFaka,KonjoFaka,,0,2351,0,3,3,0,3,3,15,0.11744,0.133753,0,0,0.027374,0.000143,0.333333,0,2
Schoterbos,Schoterbos,,0,91,1,1,2,1,1,2,1,1,1,205.909524,0.001328,0.002188,0.000162,0,0.006877,2
vanvalkenhoef,vanvalkenhoef,,0,2352,0,2,2,0,2,2,17,0.10979,0.13594,0,0,0.000186,0.000143,0,0,0
donutj54,donutj54,,0,622,1,1,2,1,1,2,1,1,1,21.269444,0.001651,0.010844,0.000156,0,0.002686,2
Jerkaaz,Jerkaaz,,0,432,1,2,3,1,2,3,2,0.75,0.833333,0,0.002067,0.003902,0.000151,0.5,0.002466,4
jozefH50,jozefH50,,0,618,1,1,2,1,1,2,1,1,1,21.269444,0.001651,0.010844,0.000156,0,0.002686,2
toondekroon,toondekroon,,0,2353,0,2,2,0,2,2,2,0.75,0.833333,0,0,0.003902,0.000143,0.5,0,4
SjaakVries1969,SjaakVries1969,,0,1362,1,4,5,1,4,5,16,0.113189,0.126332,88.333333,0.002817,0.000562,0.000157,0,0.003188,0
judyopreis,judyopreis,,0,2354,0,2,2,0,2,2,20,0.082607,0.098611,0,0,0.031109,0.000143,1,0,1
pimb1986,pimb1986,,0,2355,0,5,5,0,5,5,3,0.541667,0.653846,0,0,0.041897,0.000143,0.15,0,1
ZatharoZ,ZatharoZ,,0,2357,2,10,12,8,21,29,20,0.083092,0.105773,1124.02131,0.000326,0.06615,0.000206,0.081818,0.004656,0
kawaatje,kawaatje,,0,2358,0,1,1,0,1,1,18,0.097713,0.109933,0,0,0,0.000143,0,0,2
Pastos300,Pastos300,,0,2359,0,2,2,0,2,2,2,0.75,0.833333,0,0,0.003902,0.000143,0.5,0,4
Orangeazahar,Orangeazahar,,0,148,6,0,6,6,0,6,0,0,0,0,0.003296,0,0.000473,0,0.014065,4
RobertOscar01,RobertOscar01,,0,2360,0,2,2,0,5,5,20,0.082799,0.100128,0,0,0.04251,0.000143,1,0,1
OzanKemalOzan,OzanKemalOzan,,0,2361,0,1,1,0,1,1,3,0.5,0.611111,0,0,0,0.000143,0,0,2
Kniepp1,Kniepp1,,0,2192,1,4,5,1,7,8,20,0.082739,0.100715,26.666667,0.00081,0.037462,0.000149,0.1,0.001803,1
KoosdeVries18,KoosdeVries18,,0,668,1,2,3,1,2,3,16,0.108645,0.126957,4,0.000114,0.027234,0.000223,0.166667,0.002726,2
BobMaasNL,BobMaasNL,,0,5,1,0,1,1,0,1,0,0,0,0,0.000048,0,0.001484,0,0.011016,2
Son_Ingvaeones,Son_Ingvaeones,,0,1497,2,3,5,4,3,7,3,0.529412,0.62963,8,0.000211,0.002656,0.000211,0.166667,0.00419,3
NLCleanser,NLCleanser,,0,70,5,0,5,5,0,5,0,0,0,0,0.005387,0,0.000595,0.05,0.025559,2
puzzeltiener,puzzeltiener,,0,634,3,2,5,3,2,5,16,0.108506,0.126063,0,0.004829,0.010706,0.000362,0.416667,0.042299,2
BlesgraafNico,BlesgraafNico,,0,2362,0,3,3,0,3,3,3,0.6,0.722222,0,0,0.016518,0.000143,0,0,1
MarlonOtten,MarlonOtten,,0,2363,0,2,2,0,2,2,20,0.082799,0.100128,0,0,0.04251,0.000143,1,0,1
Hvnijsinfo,Hvnijsinfo,,0,634,1,7,8,1,7,8,16,0.113945,0.137365,6075.36648,0.000046,0.027739,0.000148,0.214286,0.003353,2
KnorrepotN,KnorrepotN,,0,2364,0,4,4,0,5,5,20,0.084022,0.10635,0,0,0.056441,0.000143,0.5,0,1
Harrie_Ates,Harrie_Ates,,0,1023,2,5,7,2,9,11,20,0.083995,0.107177,14.666667,0.006613,0.056751,0.000179,0.238095,0.003606,1
rob_laar,rob_laar,,0,2366,0,9,9,0,13,13,16,0.11732,0.140341,0,0,0.070924,0.000143,0.055556,0,2
GiLaH89,GiLaH89,,0,2365,1,1,2,1,1,2,2,0.545455,0.583333,0,0.003555,0.006494,0.000157,0.5,0.001803,2
RagingBull012,RagingBull012,,0,2367,0,2,2,0,2,2,2,0.75,0.833333,0,0,0.004354,0.000143,0,0,2
VK8228,VK8228,,0,2369,0,3,3,0,3,3,17,0.098881,0.111058,0,0,0.025261,0.000143,0,0,1
Marlon1906Cu,Marlon1906Cu,,0,2368,3,0,3,3,0,3,0,0,0,0,0.003849,0,0.000286,0.333333,0.007059,1
nuijten_rob,nuijten_rob,,0,2370,1,2,3,1,2,3,1,1,1,1,0.000545,0.019291,0.000204,0.166667,0.001803,2
jacowagen,jacowagen,,0,2371,0,3,3,0,3,3,1,1,1,0,0,0.010029,0.000143,0.166667,0,0
Johvsinderen,Johvsinderen,,0,614,2,1,3,2,1,3,1,1,1,1,0.001064,0.001529,0.000206,0.166667,0.004133,0
Hvbt36Henny,Hvbt36Henny,,0,634,6,3,9,6,3,9,22,0.072779,0.091031,3761.253571,0.003325,0.008899,0.000368,0.071429,0.021289,2
ketalanka,ketalanka,,0,2300,2,0,2,2,0,2,0,0,0,0,0.002103,0,0.000235,0,0.003606,1
wdekonink,wdekonink,,0,2372,0,2,2,0,2,2,18,0.094145,0.103822,0,0,0.000407,0.000143,0,0,2
PimSedee,PimSedee,,0,516,3,0,3,16,0,16,0,0,0,0,0.004622,0,0.00018,0,0.012778,1
Jeroen_Foto,Jeroen_Foto,,0,2373,0,2,2,0,2,2,20,0.082799,0.100128,0,0,0.04251,0.000143,1,0,1
henk62485099,henk62485099,,0,634,1,2,3,1,2,3,14,0.135575,0.16282,0,0.002963,0.000757,0.000157,0.5,0.009173,2
SchubbekutV,SchubbekutV,,0,2374,0,1,1,0,1,1,1,1,1,0,0,0.002671,0.000143,0,0,4
advocaatvduivel,advocaatvduivel,,0,2375,0,2,2,0,2,2,20,0.08266,0.098999,0,0,0.031264,0.000143,0,0,1
ARnewsNL,ARnewsNL,,0,207,3,0,3,4,0,4,0,0,0,0,0.001315,0,0.000283,0,0.006116,1
S87390424S,S87390424S,,0,2376,0,3,3,0,3,3,15,0.121019,0.144057,0,0,0.000217,0.000143,0,0,2
vsbakker74,vsbakker74,,0,2377,0,3,3,0,5,5,20,0.082614,0.099095,0,0,0.044604,0.000143,0.333333,0,1
iwavansom,iwavansom,,0,2378,0,2,2,0,2,2,2,0.75,0.833333,0,0,0.030471,0.000143,0,0,1
cryptoreagle1,cryptoreagle1,,0,2379,0,2,2,0,2,2,2,0.75,0.833333,0,0,0.003902,0.000143,0.5,0,4
puntkomma2,puntkomma2,,0,2380,0,2,2,0,2,2,16,0.109953,0.117919,0,0,0.002704,0.000143,0,0,0
mariabauwens,mariabauwens,,0,1360,3,1,4,3,1,4,15,0.123343,0.133141,1983.420635,0.000655,0.00445,0.000268,0.083333,0.006046,0
PowNed,PowNed,,0,2381,0,1,1,0,1,1,1,1,1,0,0,0.00022,0.000143,0,0,2
WizzardOx,WizzardOx,,0,634,1,12,13,1,12,13,16,0.114336,0.141812,7772.74533,0.002836,0.015142,0.0002,0.076923,0.005274,2
SlaapkamerA,SlaapkamerA,,0,287,2,0,2,2,0,2,0,0,0,0,0.001791,0,0.000186,0,0.005253,2
DijkHert,DijkHert,,0,2382,0,3,3,0,3,3,1,1,1,0,0,0.000315,0.000143,0.333333,0,2
robbiesmening,robbiesmening,,0,279,1,0,1,1,0,1,0,0,0,0,0.000004,0,0.000213,0,0.002587,2
netraam7,netraam7,,0,2383,0,2,2,0,2,2,21,0.078216,0.096524,0,0,0.001907,0.000143,0,0,2
ThomasHogeling,ThomasHogeling,,0,83,3,0,3,3,0,3,0,0,0,0,0.000541,0,0.000538,0.166667,0.01042,2
Patrici77105794,Patrici77105794,,0,345,3,0,3,9,0,9,0,0,0,0,0.001713,0,0.000221,1,0.016721,2
kangalnaz,kangalnaz,,0,2384,0,2,2,0,2,2,20,0.082607,0.098611,0,0,0.036158,0.000143,0.5,0,1
Breda1912,Breda1912,,0,852,1,4,5,2,7,9,1,1,1,4.166667,0.000003,0.010944,0.000204,0.166667,0.002945,0
jabkees,jabkees,,0,549,2,0,2,2,0,2,0,0,0,0,0.000636,0,0.000829,0.5,0.033102,2
dutchy_74,dutchy_74,,0,2385,0,3,3,0,3,3,16,0.1172,0.135986,0,0,0.047341,0.000143,0.333333,0,1
wdk____,wdk____,,0,2386,0,4,4,0,5,5,20,0.082859,0.101037,0,0,0.031818,0.000143,0.166667,0,1
GroenEnRood,GroenEnRood,,0,634,4,2,6,5,2,7,20,0.082699,0.099053,0,0.007963,0.031139,0.000275,0.266667,0.008325,1
StemopeenVrouw,StemopeenVrouw,,0,353,5,0,5,5,0,5,0,0,0,0,0.009524,0,0.000391,0.2,0.012082,1
fgeerlings,fgeerlings,,0,634,2,6,8,2,6,8,17,0.101996,0.114293,2471.6,0.004312,0.013059,0.00021,0,0.004391,2
MartinMourik,MartinMourik,,0,2272,1,1,2,1,1,2,1,1,1,1,0.000003,0.000251,0.000204,0,0.001803,3
ToastieNL,ToastieNL,,0,2387,0,2,2,0,2,2,2,0.666667,0.75,0,0,0.000239,0.000143,0.5,0,2
waaromnuzo,waaromnuzo,,0,2388,0,9,9,0,10,10,16,0.114175,0.139297,0,0,0.005218,0.000143,0.166667,0,2
mensr,mensr,,0,2389,0,1,1,0,1,1,1,1,1,0,0,0.000237,0.000143,0,0,1
pandemotie,pandemotie,,0,634,1,3,4,1,3,4,14,0.128694,0.148892,57189.71135,0.002582,0.006891,0.000317,0.166667,0.036223,2
NuRealisme,NuRealisme,,0,1828,1,0,1,1,0,1,0,0,0,0,0.000312,0,0.000174,0,0.001803,2
Lottevandelind1,Lottevandelind1,,0,2390,1,4,5,2,4,6,4,0.418182,0.496377,2,0.000031,0.025598,0.000182,0.166667,0.002328,2
Nilliz81,Nilliz81,,0,2390,1,4,5,1,7,8,4,0.425926,0.503623,3,0.001283,0.000615,0.000182,0.166667,0.002328,2
azijnzijker,azijnzijker,,0,634,2,1,3,2,2,4,16,0.111015,0.11941,277.226984,0.001958,0.00483,0.000166,0,0.005698,0
AbdeJong7,AbdeJong7,,0,2391,0,1,1,0,1,1,1,1,1,0,0,0.002188,0.000143,0,0,2
fredwateringen,fredwateringen,,0,2392,0,2,2,0,2,2,17,0.101874,0.111553,0,0,0.002169,0.000143,0,0,2
Ruudwalberg10,Ruudwalberg10,,0,2393,0,2,2,0,2,2,20,0.08266,0.098999,0,0,0.034261,0.000143,0,0,2
janjaap1412,janjaap1412,,0,2394,0,2,2,0,2,2,3,0.444444,0.513889,0,0,0.005751,0.000143,0.5,0,1
JustAnoniem,JustAnoniem,,0,3,5,3,8,8,5,13,1,1,1,2592,0.00425,0.005318,0.000287,0.142857,0.011309,2
JipDriehuizen,JipDriehuizen,,0,634,9,15,24,11,36,47,21,0.078467,0.108062,27418.1523,0.007326,0.011133,0.000522,0.049708,0.033448,2
PdieSpringt,PdieSpringt,,0,2193,1,2,3,1,2,3,20,0.082673,0.099015,21.266667,0.00081,0.031101,0.000149,0,0.001803,3
JPuppetsforlife,JPuppetsforlife,,0,2395,0,1,1,0,1,1,1,1,1,0,0,0.000445,0.000143,0,0,4
FritsM6,FritsM6,,0,2396,0,2,2,0,2,2,1,1,1,0,0,0.011378,0.000143,0,0,1
brianidoe,brianidoe,,0,2357,2,3,5,5,9,14,21,0.076735,0.091108,0.5,0.003556,0.001716,0.000175,0.333333,0.004656,0
anti_nazibeleid,anti_nazibeleid,,0,2356,2,0,2,5,0,5,0,0,0,0,0.003401,0,0.00021,1,0.005707,0
EScherder1,EScherder1,,0,2397,0,4,4,0,4,4,2,0.75,0.833333,0,0,0.007077,0.000143,0.166667,0,1
janvantriest2,janvantriest2,,0,2398,0,2,2,0,2,2,17,0.101862,0.111533,0,0,0.002092,0.000143,0.5,0,2
BasNieboer,BasNieboer,,0,2400,0,2,2,0,2,2,17,0.098158,0.11105,0,0,0.001559,0.000143,0,0,2
BerrieKG,BerrieKG,,0,2399,1,2,3,1,2,3,16,0.108645,0.126957,1032,0.000078,0.002271,0.000204,0,0.001803,2
Neerlandaise01,Neerlandaise01,,0,2401,0,2,2,0,2,2,1,1,1,0,0,0.005373,0.000143,0,0,2
SebastiaanQ,SebastiaanQ,,0,68,2,0,2,2,0,2,0,0,0,0,0.001902,0,0.000264,0,0.006365,2
FunX,FunX,,0,2402,1,0,1,1,0,1,0,0,0,0,0.000335,0,0.000174,0,0.001803,3
SmidHerrie,SmidHerrie,,0,2403,0,2,2,0,2,2,14,0.13585,0.163976,0,0,0.005117,0.000143,0,0,0
contrafb,contrafb,,0,2404,0,3,3,0,3,3,16,0.111243,0.121158,0,0,0.004922,0.000143,0,0,0
CiskevanDaal,CiskevanDaal,,0,2405,0,2,2,0,2,2,16,0.134435,0.165694,0,0,0.000513,0.000143,0.5,0,0
19Silverfox08,19Silverfox08,,0,2406,0,2,2,0,2,2,1,1,1,0,0,0.002113,0.000143,0,0,3
Izzy6754,Izzy6754,,0,2407,0,2,2,0,2,2,1,1,1,0,0,0.001559,0.000143,0,0,3
VirtusAdPopulum,VirtusAdPopulum,,0,2410,0,9,9,0,19,19,14,0.129451,0.157761,0,0,0.004798,0.000143,0.111111,0,0
Spraydude,Spraydude,,0,2411,0,3,3,0,3,3,17,0.101884,0.112496,0,0,0.0379,0.000143,0,0,2
insensibIe,insensibIe,,0,454,1,1,2,1,1,2,2,0.571429,0.625,0,0.000019,0.000194,0.000556,0,0.006865,1
AndreHoog,AndreHoog,,0,634,1,1,2,1,1,2,18,0.093955,0.102537,1042.566667,0.000116,0.000406,0.000161,0,0.003416,2
Pwillemsen2,Pwillemsen2,,0,2412,0,1,1,0,1,1,3,0.5,0.611111,0,0,0,0.000143,0,0,1
carlclausw,carlclausw,,0,2413,0,8,8,0,8,8,16,0.113905,0.137614,0,0,0.019104,0.000143,0.214286,0,2
Dun_Ad,Dun_Ad,,0,2414,0,2,2,0,2,2,2,0.75,0.833333,0,0,0.002193,0.000143,0,0,2
GeestKritische,GeestKritische,,0,2415,0,2,2,0,2,2,2,0.625,0.7,0,0,0.000482,0.000143,0,0,3
AadBrinkman,AadBrinkman,,0,473,1,4,5,1,4,5,2,0.666667,0.75,1347.666667,0.000525,0.00516,0.000275,0,0.005335,2
SpijkerAnita,SpijkerAnita,,0,2416,0,3,3,0,3,3,20,0.082872,0.101016,0,0,0.043785,0.000143,0.333333,0,1
