Id,Label,timeset,componentnumber,strongcompnum,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,modularity_class,pageranks,clustering,eigencentrality
Repelsteeltje21,Repelsteeltje21,,0,1654,1,3,4,1,3,4,1,1,1,3,0.000658,0.00066,1,0.000122,0,0.001911
Mikec382,Mikec382,,0,1653,1,0,1,1,0,1,0,0,0,0,0.000032,0,1,0.000148,0,0.002399
JanHamming,JanHamming,,0,2996,1,0,1,1,0,1,0,0,0,0,0.000305,0,0,0.000129,0,0.001911
BegrensEuropa,BegrensEuropa,,0,3482,0,1,1,0,1,1,1,1,1,0,0,0.001871,4,0.000113,0,0
CyniKusjes,CyniKusjes,,0,2853,1,7,8,2,9,11,6,0.358491,0.466667,72,0.000266,0.008565,0,0.000174,0.047619,0.00296
Chr1st1naMam1ta,Chr1st1naMam1ta,,0,2852,1,0,1,1,0,1,0,0,0,0,0.000421,0,0,0.000134,0,0.002529
marcelbas,marcelbas,,0,1819,1,0,1,1,0,1,0,0,0,0,0.001902,0,1,0.00012,0,0.002399
LouisRemels,LouisRemels,,0,3484,0,2,2,0,2,2,23,0.067452,0.078946,0,0,0.000073,1,0.000113,0,0
vergult_guido,vergult_guido,,0,3483,1,0,1,1,0,1,0,0,0,0,0.000004,0,1,0.000161,0,0.001911
HaskoD,HaskoD,,0,3485,0,1,1,0,2,2,1,1,1,0,0,0.005403,0,0.000113,0,0
politiekbij1,politiekbij1,,0,218,2,0,2,2,0,2,0,0,0,0,0.004462,0,0,0.000222,0,0.033325
piafnl72,piafnl72,,0,3486,0,1,1,0,1,1,1,1,1,0,0,0.000002,4,0.000113,0,0
Peterveghel,Peterveghel,,0,3487,0,1,1,0,1,1,1,1,1,0,0,0.002818,0,0.000113,0,0
La_Sagnette,La_Sagnette,,0,3489,0,2,2,0,2,2,1,1,1,0,0,0.000492,1,0.000113,0,0
PI1DD,PI1DD,,0,3488,1,0,1,1,0,1,0,0,0,0,0.000024,0,1,0.000161,0,0.001911
peter_landgraaf,peter_landgraaf,,0,2059,1,0,1,1,0,1,0,0,0,0,0.0004,0,1,0.00013,0,0.004072
Auij,Auij,,0,2058,1,0,1,1,0,1,0,0,0,0,0.0004,0,1,0.00013,0,0.004072
Cath_1959,Cath_1959,,0,3490,0,1,1,0,1,1,1,1,1,0,0,0.002818,0,0.000113,0,0
jonaske1994,jonaske1994,,0,957,1,0,1,1,0,1,0,0,0,0,0,0,0,0.000282,0,0.00457
DutchFreeBird1,DutchFreeBird1,,0,3491,0,1,1,0,1,1,1,1,1,0,0,0.000386,0,0.000113,0,0
Verbouwmevrouw,Verbouwmevrouw,,0,271,2,0,2,2,0,2,0,0,0,0,0.006404,0,1,0.000135,0.5,0.010435
ROCHorizon,ROCHorizon,,0,1685,1,0,1,1,0,1,0,0,0,0,0.001027,0,1,0.000122,0,0.002467
waneijs,waneijs,,0,3494,0,3,3,0,4,4,1,1,1,0,0,0.000354,3,0.000113,0,0
Guidohgmd,Guidohgmd,,0,3493,1,0,1,1,0,1,0,0,0,0,0.000017,0,3,0.000145,0,0.001911
polanusadvocaat,polanusadvocaat,,0,3492,1,0,1,1,0,1,0,0,0,0,0.000017,0,3,0.000145,0,0.001911
ruud_1111,ruud_1111,,0,127,7,0,7,8,0,8,0,0,0,0,0.007172,0,3,0.000875,0,0.028503
TommyGligoor,TommyGligoor,,0,1390,1,0,1,1,0,1,0,0,0,0,0.000032,0,5,0.000129,0,0.002608
DennisHofste,DennisHofste,,0,1389,1,0,1,1,0,1,0,0,0,0,0.000032,0,5,0.000129,0,0.002608
Jennitje07,Jennitje07,,0,276,1,0,1,1,0,1,0,0,0,0,0.003377,0,5,0.000121,0,0.007438
ThomasInLeiden,ThomasInLeiden,,0,270,1,0,1,1,0,1,0,0,0,0,0.003377,0,5,0.000121,0,0.007438
HamFredvander1,HamFredvander1,,0,3498,0,4,4,0,4,4,1,1,1,0,0,0.000535,3,0.000113,0,0
FNV,FNV,,0,3497,1,0,1,1,0,1,0,0,0,0,0.000026,0,3,0.000137,0,0.001911
Schiphol,Schiphol,,0,3496,1,0,1,1,0,1,0,0,0,0,0.000026,0,3,0.000137,0,0.001911
MinIenW,MinIenW,,0,3495,1,0,1,1,0,1,0,0,0,0,0.000026,0,3,0.000137,0,0.001911
AnnemiekeVoorn,AnnemiekeVoorn,,0,263,1,0,1,10,0,10,0,0,0,0,0.003377,0,5,0.000121,0,0.007438
NS_online,NS_online,,0,262,1,0,1,12,0,12,0,0,0,0,0.003377,0,5,0.000121,0,0.007438
Trader500Trader,Trader500Trader,,0,3502,0,4,4,0,4,4,1,1,1,0,0,0.00117,1,0.000113,0,0
cubano_sucio,cubano_sucio,,0,3501,1,0,1,1,0,1,0,0,0,0,0.000058,0,1,0.000137,0,0.001911
Rob26367375,Rob26367375,,0,3500,1,0,1,1,0,1,0,0,0,0,0.000058,0,1,0.000137,0,0.001911
glamsquadhippie,glamsquadhippie,,0,3499,1,0,1,1,0,1,0,0,0,0,0.000058,0,1,0.000137,0,0.001911
keesjuhhhh,keesjuhhhh,,0,3320,1,2,3,1,2,3,1,1,1,2,0.000182,0.014949,0,0.000161,0,0.001911
Bloemenmeisje5,Bloemenmeisje5,,0,3504,0,2,2,0,2,2,1,1,1,0,0,0.000492,1,0.000113,0,0
RoelPrins1,RoelPrins1,,0,3503,1,0,1,1,0,1,0,0,0,0,0.000024,0,1,0.000161,0,0.001911
MichielBrouwer9,MichielBrouwer9,,0,3505,0,1,1,0,1,1,1,1,1,0,0,0.000487,4,0.000113,0,0
tha1st2,tha1st2,,0,2273,1,0,1,1,0,1,0,0,0,0,0.003875,0,1,0.00012,0,0.002535
MrJvdlugt,MrJvdlugt,,0,3506,0,1,1,0,1,1,1,1,1,0,0,0.000352,3,0.000113,0,0
ruttiefam,ruttiefam,,0,3507,0,1,1,0,1,1,1,1,1,0,0,0.000143,0,0.000113,0,0
lovelybgirl1,lovelybgirl1,,0,3508,0,6,6,0,6,6,22,0.07279,0.094089,0,0,0.033862,1,0.000113,0.466667,0
thuleaan,thuleaan,,0,3413,3,5,8,3,10,13,22,0.07269,0.092755,0,0.004952,0.033618,1,0.000201,0.428571,0.012518
Rutger_hedonist,Rutger_hedonist,,0,3512,0,15,15,0,15,15,1,1,1,0,0,0.0563,4,0.000113,0.004762,0
WinnetouR1200rt,WinnetouR1200rt,,0,3511,1,0,1,1,0,1,0,0,0,0,0.002767,0,4,0.000119,0,0.001911
OBraeckenssieck,OBraeckenssieck,,0,3510,2,0,2,2,0,2,0,0,0,0,0.002773,0,4,0.000215,0,0.003822
fruedjz,fruedjz,,0,3509,1,0,1,1,0,1,0,0,0,0,0.002767,0,4,0.000119,0,0.001911
RareRuudje,RareRuudje,,0,3513,0,1,1,0,1,1,1,1,1,0,0,0.001644,0,0.000113,0,0
verburg_j,verburg_j,,0,3514,0,3,3,0,3,3,1,1,1,0,0,0.002974,1,0.000113,0,0
DinerMenu,DinerMenu,,0,3515,0,1,1,0,1,1,1,1,1,0,0,0.000271,0,0.000113,0,0
proxes11,proxes11,,0,3517,0,2,2,0,2,2,1,1,1,0,0,0.010874,1,0.000113,0,0
Opiniepanel,Opiniepanel,,0,3516,1,0,1,1,0,1,0,0,0,0,0.000534,0,1,0.000161,0,0.001911
DenHaagDoet,DenHaagDoet,,0,1450,1,0,1,1,0,1,0,0,0,0,0.000211,0,0,0.000126,0,0.002955
POL_DenHaag,POL_DenHaag,,0,1449,1,0,1,1,0,1,0,0,0,0,0.000211,0,0,0.000126,0,0.002955
DenHaagFM,DenHaagFM,,0,1448,1,0,1,1,0,1,0,0,0,0,0.000211,0,0,0.000126,0,0.002955
Haagsamvoetbal,Haagsamvoetbal,,0,1447,1,0,1,1,0,1,0,0,0,0,0.000211,0,0,0.000126,0,0.002955
HaagschCollege,HaagschCollege,,0,1446,1,0,1,1,0,1,0,0,0,0,0.000211,0,0,0.000126,0,0.002955
DenHaagstudent,DenHaagstudent,,0,1445,1,0,1,1,0,1,0,0,0,0,0.000211,0,0,0.000126,0,0.002955
DenHaagSport,DenHaagSport,,0,1444,1,0,1,1,0,1,0,0,0,0,0.000211,0,0,0.000126,0,0.002955
Zwartepiethelp,Zwartepiethelp,,0,1443,2,0,2,3,0,3,0,0,0,0,0.000212,0,0,0.000222,0,0.004866
Eduard_Mangal,Eduard_Mangal,,0,981,1,2,3,4,9,13,2,0.625,0.7,0,0.000074,0.001075,1,0.000194,0.5,0.004791
JRDorresteijn,JRDorresteijn,,0,3519,0,2,2,0,2,2,22,0.072216,0.087493,0,0,0.029745,1,0.000113,0,0
maassai_,maassai_,,0,3518,1,0,1,1,0,1,0,0,0,0,0.001462,0,1,0.000161,0,0.001911
WillemsenMarko,WillemsenMarko,,0,3520,0,1,1,0,1,1,1,1,1,0,0,0.000352,3,0.000113,0,0
PlasmaMagnet,PlasmaMagnet,,0,751,1,0,1,1,0,1,0,0,0,0,0.002599,0,2,0.00012,0,0.002888
DieTukkerfries,DieTukkerfries,,0,1830,2,0,2,2,0,2,0,0,0,0,0.000209,0,2,0.000209,0,0.003822
RembrandtQEins7,RembrandtQEins7,,0,3521,0,2,2,0,2,2,1,1,1,0,0,0.001577,1,0.000113,0,0
HellaWoland,HellaWoland,,0,3522,0,1,1,0,1,1,1,1,1,0,0,0.00046,1,0.000113,0,0
plaisier_peter,plaisier_peter,,0,3523,0,2,2,0,2,2,1,1,1,0,0,0.00616,1,0.000113,0,0
RRotterdammert,RRotterdammert,,0,3524,0,1,1,0,1,1,2,0.571429,0.625,0,0,0.000005,0,0.000113,0,0
marco1981nl,marco1981nl,,0,3525,0,2,2,0,2,2,1,1,1,0,0,0.001577,1,0.000113,0,0
OathofOmerta,OathofOmerta,,0,3526,0,6,6,0,6,6,22,0.07279,0.094089,0,0,0.033779,1,0.000113,0.466667,0
thiarasstories,thiarasstories,,0,3413,2,5,7,3,15,18,22,0.07269,0.092755,0,0.003276,0.033618,1,0.000194,0.433333,0.010607
WillemsJeffrey,WillemsJeffrey,,0,476,1,0,1,1,0,1,0,0,0,0,0.000292,0,2,0.000161,0,0.003687
GroenLinks030,GroenLinks030,,0,2272,2,0,2,2,0,2,0,0,0,0,0.003938,0,1,0.000144,0,0.004446
DavidBosch030,DavidBosch030,,0,3528,0,4,4,0,4,4,2,0.833333,0.9,0,0,0.001281,1,0.000113,0,0
CeesBos,CeesBos,,0,3527,1,0,1,1,0,1,0,0,0,0,0.000063,0,1,0.000137,0,0.001911
JazzGotBlues,JazzGotBlues,,0,377,3,0,3,3,0,3,0,0,0,0,0.000866,0,1,0.000171,0,0.007008
Saartje63781665,Saartje63781665,,0,376,2,0,2,2,0,2,0,0,0,0,0.000786,0,1,0.000147,0,0.005097
dejayeosang,dejayeosang,,0,3529,0,6,6,0,6,6,22,0.07279,0.094089,0,0,0.033862,1,0.000113,0.466667,0
raunchyNO,raunchyNO,,0,3530,0,4,4,0,4,4,2,0.666667,0.75,0,0,0.001624,1,0.000113,0,0
CynischMantsje,CynischMantsje,,0,1652,1,0,1,1,0,1,0,0,0,0,0.000032,0,1,0.000148,0,0.002399
Ron62237731,Ron62237731,,0,3531,0,4,4,0,4,4,1,1,1,0,0,0.001659,1,0.000113,0,0
FreerkArntz,FreerkArntz,,0,3532,0,5,5,0,5,5,22,0.072782,0.093354,0,0,0.033618,1,0.000113,0.4,0
Ard_Amsterdam,Ard_Amsterdam,,0,3533,0,3,3,0,3,3,3,0.466667,0.547619,0,0,0.000187,4,0.000113,0,0
leondejong,leondejong,,0,202,2,0,2,2,0,2,0,0,0,0,0.000088,0,4,0.000199,0,0.010819
koster_jaspert,koster_jaspert,,0,3535,0,4,4,0,4,4,1,1,1,0,0,0.00159,1,0.000113,0,0
EelcoBB,EelcoBB,,0,3534,1,0,1,1,0,1,0,0,0,0,0.000078,0,1,0.000137,0,0.001911
AndrWassink,AndrWassink,,0,978,1,0,1,1,0,1,0,0,0,0,0.002857,0,1,0.000121,0,0.00296
Pietenschool,Pietenschool,,0,3536,0,1,1,0,1,1,1,1,1,0,0,0.002818,0,0.000113,0,0
Henk_Hooivork,Henk_Hooivork,,0,3537,0,1,1,0,1,1,1,1,1,0,0,0,4,0.000113,0,0
rtvoost,rtvoost,,0,2,2,0,2,2,0,2,0,0,0,0,0,0,4,0.003272,0,0.045258
Danil60169701,Danil60169701,,0,3540,0,8,8,0,8,8,22,0.073074,0.097366,0,0,0.035131,1,0.000113,0.232143,0
whitnidoll,whitnidoll,,0,3539,1,5,6,1,5,6,22,0.072782,0.093354,0,0.001726,0.033618,1,0.000125,0.433333,0.001911
vogelbart1,vogelbart1,,0,3542,0,5,5,0,6,6,1,1,1,0,0,0.012887,1,0.000113,0,0
defret42,defret42,,0,3541,2,0,2,2,0,2,0,0,0,0,0.000663,0,0,0.000164,0,0.003822
Toon_Sesink,Toon_Sesink,,0,3543,0,1,1,0,1,1,1,1,1,0,0,0.001591,3,0.000113,0,0
VPRO,VPRO,,0,3465,1,0,1,1,0,1,0,0,0,0,0.000085,0,0,0.000137,0,0.001911
TacodeVries2,TacodeVries2,,0,3544,0,2,2,0,2,2,1,1,1,0,0,0.001577,1,0.000113,0,0
EuroMillennial,EuroMillennial,,0,3413,1,5,6,2,10,12,22,0.07269,0.092755,0,0.001624,0.033618,1,0.000169,0.4,0.008696
Sjors_Nagtegaal,Sjors_Nagtegaal,,0,1818,1,0,1,1,0,1,0,0,0,0,0.001902,0,1,0.00012,0,0.002399
AkwasiTheAnsah,AkwasiTheAnsah,,0,1816,1,0,1,1,0,1,0,0,0,0,0.001902,0,1,0.00012,0,0.002399
enith84,enith84,,0,3548,0,4,4,0,6,6,1,1,1,0,0,0.00117,1,0.000113,0,0
AngstigeHippie,AngstigeHippie,,0,3547,1,0,1,1,0,1,0,0,0,0,0.000058,0,1,0.000137,0,0.001911
Rayv98K,Rayv98K,,0,3546,1,0,1,1,0,1,0,0,0,0,0.000058,0,1,0.000137,0,0.001911
FreedomGeopol,FreedomGeopol,,0,3549,0,2,2,0,2,2,1,1,1,0,0,0.000606,0,0.000113,0,0
lenno17007007,lenno17007007,,0,3545,1,0,1,1,0,1,0,0,0,0,0.000058,0,1,0.000137,0,0.001911
ExpressvanVliet,ExpressvanVliet,,0,3550,0,2,2,0,2,2,1,1,1,0,0,0.002512,3,0.000113,0,0
haagsekak,haagsekak,,0,389,1,0,1,1,0,1,0,0,0,0,0.001735,0,4,0.000118,0,0.002648
PietKonings,PietKonings,,0,2427,1,1,2,2,1,3,1,1,1,3,0.000579,0,4,0.000129,0,0.00296
willibrordia,willibrordia,,0,2426,1,0,1,1,0,1,0,0,0,0,0,0,4,0.000223,0,0.002529
ABarends3,ABarends3,,0,3551,0,2,2,0,2,2,3,0.526316,0.583333,0,0,0.000033,0,0.000113,0,0
voor_vrijheid,voor_vrijheid,,0,3554,0,6,6,0,6,6,13,0.152825,0.180565,0,0,0.001597,5,0.000113,0,0
Frontlet_615,Frontlet_615,,0,3557,0,3,3,0,3,3,1,1,1,0,0,0.000038,0,0.000113,0,0
Maxim_Holt,Maxim_Holt,,0,3556,1,0,1,1,0,1,0,0,0,0,0.000002,0,0,0.000145,0,0.001911
AmpDuijster,AmpDuijster,,0,3555,1,0,1,1,0,1,0,0,0,0,0.000002,0,0,0.000145,0,0.001911
ActiePieten,ActiePieten,,0,3558,0,1,1,0,2,2,1,1,1,0,0,0.00001,0,0.000113,0,0
Laiverdtje,Laiverdtje,,0,3559,0,1,1,0,1,1,1,1,1,0,0,0.000136,4,0.000113,0,0
Mcjansen,Mcjansen,,0,2194,1,0,1,1,0,1,0,0,0,0,0.002908,0,0,0.000122,0,0.001911
MartinKoolhoven,MartinKoolhoven,,0,2193,1,0,1,1,0,1,0,0,0,0,0.002908,0,0,0.000122,0,0.001911
WildGeraas,WildGeraas,,0,2192,1,0,1,1,0,1,0,0,0,0,0.002908,0,0,0.000122,0,0.001911
_Carsastic,_Carsastic,,0,3560,0,1,1,0,1,1,1,1,1,0,0,0,1,0.000113,0,0
Boreout,Boreout,,0,344,2,0,2,2,0,2,0,0,0,0,0,0,1,0.000273,0,0.005015
FransF72,FransF72,,0,3561,0,1,1,0,1,1,1,1,1,0,0,0.002445,4,0.000113,0,0
oldschoolrobert,oldschoolrobert,,0,261,1,0,1,2,0,2,0,0,0,0,0.003377,0,5,0.000121,0,0.007438
AnnaMariaPetra,AnnaMariaPetra,,0,3562,0,1,1,0,1,1,2,0.545455,0.583333,0,0,0.000154,1,0.000113,0,0
minous127,minous127,,0,1370,1,0,1,1,0,1,0,0,0,0,0.000307,0,3,0.000146,0,0.002399
lovelife3103,lovelife3103,,0,2666,1,0,1,1,0,1,0,0,0,0,0,0,4,0.000171,0,0.003102
sjoerdmossou,sjoerdmossou,,0,697,1,0,1,2,0,2,0,0,0,0,0.001492,0,0,0.000121,0,0.002669
JaapdeJong19,JaapdeJong19,,0,3565,0,3,3,0,3,3,1,1,1,0,0,0.00135,5,0.000113,0,0
omroepOn,omroepOn,,0,3564,1,0,1,1,0,1,0,0,0,0,0.000066,0,5,0.000145,0,0.001911
kickoutzwartepiet,kickoutzwartepiet,,0,3563,1,0,1,1,0,1,0,0,0,0,0.000066,0,5,0.000145,0,0.001911
TrekpleisterWeb,TrekpleisterWeb,,0,2350,1,0,1,1,0,1,0,0,0,0,0.001246,0,5,0.000172,0,0.002399
gem_Nijmegen,gem_Nijmegen,,0,323,1,0,1,1,0,1,0,0,0,0,0.00506,0,1,0.000119,0,0.00378
Inge_ent,Inge_ent,,0,1507,1,0,1,1,0,1,0,0,0,0,0.000937,0,0,0.000148,0,0.004488
TransTexan,TransTexan,,0,3567,0,3,3,0,3,3,1,1,1,0,0,0.010464,4,0.000113,0,0
lientje1967,lientje1967,,0,579,8,0,8,9,0,9,0,0,0,0,0.008723,0,1,0.00024,0,0.019522
loose_n_cool,loose_n_cool,,0,977,1,0,1,1,0,1,0,0,0,0,0.002857,0,1,0.000121,0,0.00296
floydseymour,floydseymour,,0,3570,0,4,4,0,4,4,3,0.541667,0.628205,0,0,0.000952,1,0.000113,0,0
Arie_vanderVeer,Arie_vanderVeer,,0,3569,1,0,1,1,0,1,0,0,0,0,0.000047,0,1,0.000137,0,0.001911
DRutgrink,DRutgrink,,0,260,1,0,1,1,0,1,0,0,0,0,0.003377,0,5,0.000121,0,0.007438
tweetjesvanmax,tweetjesvanmax,,0,259,1,0,1,1,0,1,0,0,0,0,0.003377,0,5,0.000121,0,0.007438
EPunselie,EPunselie,,0,614,1,0,1,1,0,1,0,0,0,0,0,0,0,0.000162,0,0.002523
Joris1705,Joris1705,,0,613,1,0,1,1,0,1,0,0,0,0,0,0,0,0.000162,0,0.002523
TochiTrueStory,TochiTrueStory,,0,89,1,0,1,1,0,1,0,0,0,0,0.00073,0,4,0.000131,0,0.00468
Dave_Ensberg,Dave_Ensberg,,0,1612,1,0,1,1,0,1,0,0,0,0,0.002784,0,1,0.000132,0,0.001911
Cornelis_,Cornelis_,,0,3572,0,2,2,0,3,3,1,1,1,0,0,0.000461,1,0.000113,0,0
doeslief84,doeslief84,,0,3571,1,0,1,1,0,1,0,0,0,0,0.000023,0,1,0.000161,0,0.001911
WijnjaGerben,WijnjaGerben,,0,1155,1,0,1,1,0,1,0,0,0,0,0.003787,0,5,0.000116,0,0.001911
rtvzaanstreek,rtvzaanstreek,,0,2995,1,0,1,1,0,1,0,0,0,0,0.000305,0,0,0.000129,0,0.001911
HedwigECHeeren,HedwigECHeeren,,0,2994,1,0,1,1,0,1,0,0,0,0,0.000305,0,0,0.000129,0,0.001911
edwinvantilburg,edwinvantilburg,,0,3573,0,2,2,0,2,2,2,0.666667,0.75,0,0,0.005234,1,0.000113,0,0
Cristien1,Cristien1,,0,3574,0,2,2,0,2,2,1,1,1,0,0,0.000454,0,0.000113,0,0
RijnPatrick,RijnPatrick,,0,3579,0,6,6,0,6,6,25,0.082362,0.102041,0,0,0.000014,0,0.000113,0,0
SesjoeKetesjoe,SesjoeKetesjoe,,0,3578,1,0,1,1,0,1,0,0,0,0,0.000001,0,0,0.000129,0,0.001911
pvvoverijssel,pvvoverijssel,,0,3577,1,0,1,1,0,1,0,0,0,0,0.000001,0,0,0.000129,0,0.001911
gemKampen,gemKampen,,0,3576,1,0,1,1,0,1,0,0,0,0,0.000001,0,0,0.000129,0,0.001911
BiebKampen,BiebKampen,,0,3575,1,0,1,1,0,1,0,0,0,0,0.000001,0,0,0.000129,0,0.001911
PRouwet,PRouwet,,0,3580,0,1,1,0,1,1,1,1,1,0,0,0.00031,1,0.000113,0,0
Evanluxemburg,Evanluxemburg,,0,980,1,0,1,1,0,1,0,0,0,0,0.000074,0,1,0.000194,0,0.004791
christinedemoor,christinedemoor,,0,3586,0,5,5,0,5,5,1,1,1,0,0,0.000016,4,0.000113,0,0
italia,italia,,0,3585,1,0,1,1,0,1,0,0,0,0,0.000001,0,4,0.000132,0,0.001911
ZwartePietNiet,ZwartePietNiet,,0,3584,2,0,2,2,0,2,0,0,0,0,0.000326,0,4,0.000146,0,0.003822
zpjournaal,zpjournaal,,0,3583,1,0,1,1,0,1,0,0,0,0,0.000001,0,4,0.000132,0,0.001911
Pietengedoe,Pietengedoe,,0,3582,1,0,1,1,0,1,0,0,0,0,0.000001,0,4,0.000132,0,0.001911
sintzwartepiet,sintzwartepiet,,0,3581,1,0,1,1,0,1,0,0,0,0,0.000001,0,4,0.000132,0,0.001911
job_polak,job_polak,,0,3587,0,1,1,0,1,1,1,1,1,0,0,0.000146,5,0.000113,0,0
NOahsrk2,NOahsrk2,,0,2918,1,0,1,1,0,1,0,0,0,0,0.00029,0,5,0.000145,0,0.001911
mmeeuw,mmeeuw,,0,2917,1,0,1,1,0,1,0,0,0,0,0.00029,0,5,0.000145,0,0.001911
MartinVan62,MartinVan62,,0,3588,0,2,2,0,2,2,1,1,1,0,0,0.007209,4,0.000113,0,0
LambertusBrouw1,LambertusBrouw1,,0,3589,0,2,2,0,2,2,1,1,1,0,0,0.001151,2,0.000113,0,0
NoudHeijna,NoudHeijna,,0,3592,0,3,3,0,3,3,1,1,1,0,0,0.000132,3,0.000113,0,0
GvVmu,GvVmu,,0,3591,1,0,1,1,0,1,0,0,0,0,0.000006,0,3,0.000145,0,0.001911
RenskeLeijten,RenskeLeijten,,0,3590,1,0,1,1,0,1,0,0,0,0,0.000006,0,3,0.000145,0,0.001911
Veelgedoe,Veelgedoe,,0,3594,0,2,2,0,2,2,1,1,1,0,0,0.000425,3,0.000113,0,0
diederiksamsom,diederiksamsom,,0,3593,1,0,1,1,0,1,0,0,0,0,0.000021,0,3,0.000161,0,0.001911
DeArcheoloog,DeArcheoloog,,0,492,1,2,3,2,2,4,24,0.086962,0.108038,0,0.000197,0.000104,1,0.000156,0.5,0.00536
k_steen01,k_steen01,,0,363,2,0,2,3,0,3,0,0,0,0,0.000202,0,1,0.000222,1,0.008148
Zuiderheks,Zuiderheks,,0,3595,1,2,3,1,2,3,24,0.086335,0.101196,673,0.000012,0.010874,1,0.000145,0.166667,0.001911
RvRavenstijn,RvRavenstijn,,0,3596,0,3,3,0,3,3,2,0.714286,0.8,0,0,0.003728,3,0.000113,0,0
Mandy2571960678,Mandy2571960678,,0,2014,1,0,1,1,0,1,0,0,0,0,0.001187,0,0,0.000145,0,0.001911
harmbeertema,harmbeertema,,0,76,9,0,9,13,0,13,0,0,0,0,0.008023,0,4,0.000309,0.041667,0.022343
Ton_hBC,Ton_hBC,,0,2978,1,1,2,1,1,2,1,1,1,1,0.001185,0,1,0.000124,0,0.001911
tekes007,tekes007,,0,524,1,1,2,1,1,2,1,1,1,0,0.001671,0.000166,4,0.000124,0.5,0.002695
2Tall4u_,2Tall4u_,,0,226,1,0,1,1,0,1,0,0,0,0,0.000018,0,0,0.000144,0,0.004211
Elisa59,Elisa59,,0,224,1,0,1,1,0,1,0,0,0,0,0.000018,0,0,0.000144,0,0.004211
weg_met,weg_met,,0,3599,0,4,4,0,4,4,2,0.833333,0.9,0,0,0.006904,0,0.000113,0,0
BrainDegauss,BrainDegauss,,0,3598,1,0,1,1,0,1,0,0,0,0,0.000339,0,0,0.000137,0,0.001911
bezoekme,bezoekme,,0,3597,1,0,1,1,0,1,0,0,0,0,0.000339,0,0,0.000137,0,0.001911
NiluZavu,NiluZavu,,0,3601,0,2,2,0,2,2,1,1,1,0,0,0.000492,1,0.000113,0,0
Esther_Voet,Esther_Voet,,0,3600,1,0,1,1,0,1,0,0,0,0,0.000024,0,1,0.000161,0,0.001911
Celluloid1970,Celluloid1970,,0,3603,0,3,3,0,3,3,1,1,1,0,0,0.011752,1,0.000113,0,0
prinsrj,prinsrj,,0,3602,1,0,1,1,0,1,0,0,0,0,0.000578,0,1,0.000145,0,0.001911
AgainTessa,AgainTessa,,0,348,1,0,1,1,0,1,0,0,0,0,0.000013,0,5,0.000274,0,0.008012
Bart21329430,Bart21329430,,0,720,8,0,8,9,0,9,0,0,0,0,0.006883,0,0,0.000536,0,0.015776
BastiaanRagas,BastiaanRagas,,0,216,1,0,1,1,0,1,0,0,0,0,0.002727,0,0,0.000217,0,0.030677
debroervanroos,debroervanroos,,0,215,1,0,1,1,0,1,0,0,0,0,0.002727,0,0,0.000217,0,0.030677
chrisrutenfrans,chrisrutenfrans,,0,167,1,0,1,1,0,1,0,0,0,0,0.000945,0,4,0.000141,0,0.0033
sypwynia,sypwynia,,0,166,1,0,1,1,0,1,0,0,0,0,0.000945,0,4,0.000141,0,0.0033
KNieuwsblad,KNieuwsblad,,0,1467,1,0,1,1,0,1,0,0,0,0,0.000388,0,0,0.000145,0,0.001911
Reith2Adam,Reith2Adam,,0,3606,0,5,5,0,5,5,22,0.072439,0.09121,0,0,0.057224,4,0.000113,0.2,0
De_Goede_Zaak,De_Goede_Zaak,,0,3605,2,2,4,2,2,4,22,0.072216,0.087493,2,0.004281,0.029745,1,0.00018,0.166667,0.003822
killakel1900,killakel1900,,0,3607,0,4,4,0,4,4,24,0.064026,0.079048,0,0,0.040032,1,0.000113,0.083333,0
Kauthar_,Kauthar_,,0,1325,1,0,1,1,0,1,0,0,0,0,0.003699,0,4,0.000117,0,0.001911
mrBrianstar,mrBrianstar,,0,3609,0,3,3,0,3,3,23,0.082988,0.103684,0,0,0.000039,2,0.000113,0,0
drhakdrhaai,drhakdrhaai,,0,3608,1,0,1,1,0,1,0,0,0,0,0.000002,0,2,0.000145,0,0.001911
mathijs221099,mathijs221099,,0,3610,0,1,1,0,1,1,1,1,1,0,0,0.00001,2,0.000113,0,0
Docker240162,Docker240162,,0,3611,0,1,1,0,1,1,1,1,1,0,0,0.001291,0,0.000113,0,0
AlixVvnv,AlixVvnv,,0,3615,0,3,3,0,3,3,17,0.116163,0.143246,0,0,0.00001,2,0.000113,0,0
BiesenWim,BiesenWim,,0,3614,1,0,1,1,0,1,0,0,0,0,0.000001,0,2,0.000145,0,0.001911
RobBuiters,RobBuiters,,0,3613,1,3,4,1,3,4,16,0.130713,0.171123,674,0.000001,0.002016,2,0.000145,0.083333,0.001911
Bart40,Bart40,,0,3616,0,1,1,0,1,1,1,1,1,0,0,0.000338,0,0.000113,0,0
BorisMinnaert,BorisMinnaert,,0,3617,0,2,2,0,2,2,22,0.072225,0.087524,0,0,0.029887,0,0.000113,0,0
janstrik52,janstrik52,,0,3618,0,7,7,0,7,7,2,0.888889,0.9375,0,0,0.010051,3,0.000113,0,0
janh70,janh70,,0,3619,0,1,1,0,1,1,1,1,1,0,0,0.000338,0,0.000113,0,0
GozewijnGoossen,GozewijnGoossen,,0,3621,0,2,2,0,2,2,2,0.666667,0.75,0,0,0.000243,4,0.000113,0,0
