Id,Label,timeset,componentnumber,strongcompnum,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,modularity_class,pageranks,clustering,eigencentrality
FatimaFaid,FatimaFaid,,0,1657,1,0,1,1,0,1,0,0,0,0,0.000015,0,0,0.000145,0,0.001911
KaatvdK,KaatvdK,,0,1660,1,4,5,1,5,6,23,0.09434,0.114419,1345,0.000534,0.022429,1,0.000174,0.05,0.002399
Kale84970220,Kale84970220,,0,1661,0,2,2,0,2,2,1,1,1,0,0,0.00924,4,0.000113,0,0
kevbrijer,kevbrijer,,0,1662,0,1,1,0,1,1,18,0.108343,0.136469,0,0,0.001932,0,0.000113,0,0
MargreetBoelen,MargreetBoelen,,0,1663,0,1,1,0,1,1,1,1,1,0,0,0.003536,0,0.000113,0,0
Jeroen85181172,Jeroen85181172,,0,1664,0,2,2,0,2,2,2,0.75,0.833333,0,0,0.001495,1,0.000113,0.5,0
Mandy90309607,Mandy90309607,,0,1152,2,2,4,2,2,4,1,1,1,0,0.003818,0.000627,5,0.000202,0.5,0.004933
nananouvelle,nananouvelle,,0,1152,2,2,4,2,2,4,1,1,1,0,0.003818,0.000627,5,0.000202,0.5,0.004933
Myriam_Heyens,Myriam_Heyens,,0,789,12,0,12,15,0,15,0,0,0,0,0.008932,0,5,0.000666,0.030303,0.02676
Aak1969,Aak1969,,0,1665,0,1,1,0,1,1,23,0.092809,0.106548,0,0,0.000463,5,0.000113,0,0
BrugscheBeer,BrugscheBeer,,0,1666,0,1,1,0,1,1,22,0.072116,0.086139,0,0,0.029673,1,0.000113,0,0
pm310183,pm310183,,0,1667,0,2,2,0,2,2,23,0.088013,0.113,0,0,0.007949,0,0.000113,0.5,0
020bowonor,020bowonor,,0,1672,0,13,13,0,24,24,1,1,1,0,0,0.031552,0,0.000113,0,0
zeeger,zeeger,,0,1671,1,0,1,3,0,3,0,0,0,0,0.001551,0,0,0.00012,0,0.001911
alexmeuwsen,alexmeuwsen,,0,1045,1,14,15,2,19,21,22,0.078685,0.123429,610,0.002063,0.058209,1,0.000144,0.027473,0.004177
josverstegen,josverstegen,,0,1044,1,1,2,1,1,2,1,1,1,0,0.00286,0.000205,1,0.000122,0.5,0.002671
Thufir_Hawat1,Thufir_Hawat1,,0,1673,0,1,1,0,1,1,23,0.094055,0.110562,0,0,0.004963,2,0.000113,0,0
HereJodie,HereJodie,,0,1674,0,6,6,0,6,6,1,1,1,0,0,0.005167,4,0.000113,0,0
Gerben98551608,Gerben98551608,,0,1675,0,2,2,0,2,2,1,1,1,0,0,0.010937,0,0.000113,0,0
serveechay,serveechay,,0,268,1,4,5,10,4,14,1,1,1,4612,0.003377,0.000001,5,0.000121,0,0.007438
maritadejong,maritadejong,,0,267,1,0,1,1,0,1,0,0,0,0,0,0,5,0.000139,0,0.002997
Jacco6345789,Jacco6345789,,0,266,1,0,1,1,0,1,0,0,0,0,0,0,5,0.000139,0,0.002997
DeGrauwEeuw,DeGrauwEeuw,,0,1168,5,0,5,5,0,5,0,0,0,0,0.003296,0,4,0.00025,0,0.010599
Jeffrey__Tweets,Jeffrey__Tweets,,0,1676,0,7,7,0,10,10,22,0.102854,0.128494,0,0,0.030419,4,0.000113,0.02381,0
jotunfo,jotunfo,,0,1071,1,0,1,1,0,1,0,0,0,0,0.000316,0,2,0.000132,0,0.002399
KasEist,KasEist,,0,1677,0,3,3,0,3,3,2,0.714286,0.8,0,0,0.001837,0,0.000113,0,0
wappiehoekje,wappiehoekje,,0,947,15,2,17,16,2,18,1,1,1,42,0.004934,0,4,0.000836,0.011029,0.032846
coronaatje,coronaatje,,0,1679,0,2,2,0,2,2,1,1,1,0,0,0.000272,0,0.000113,0,0
GraafdeMachiel,GraafdeMachiel,,0,1678,1,0,1,1,0,1,0,0,0,0,0.000013,0,0,0.000161,0,0.001911
maasdijkmobiel,maasdijkmobiel,,0,1680,0,1,1,0,1,1,24,0.063286,0.071843,0,0,0.000745,1,0.000113,0,0
SPVeenendaal,SPVeenendaal,,0,1682,0,3,3,0,3,3,1,1,1,0,0,0.005314,1,0.000113,0,0
sepiatekst,sepiatekst,,0,1681,2,0,2,2,0,2,0,0,0,0,0.002119,0,1,0.000159,0,0.003822
VrijeMeinung,VrijeMeinung,,0,1687,1,4,5,1,4,5,19,0.093211,0.114837,0,0.001027,0.006241,1,0.000122,0.25,0.002467
Eucalyptica,Eucalyptica,,0,1687,1,13,14,1,17,18,18,0.10273,0.137606,677,0.000307,0.020905,1,0.000139,0.019231,0.002467
bij1,bij1,,0,1683,2,0,2,2,0,2,0,0,0,0,0.001334,0,1,0.000148,1,0.004933
AnkoneCor,AnkoneCor,,0,1688,0,1,1,0,1,1,2,0.533333,0.5625,0,0,0.006156,5,0.000113,0,0
RijkesRuud,RijkesRuud,,0,1689,0,1,1,0,1,1,1,1,1,0,0,0.002728,0,0.000113,0,0
BartSmeets15,BartSmeets15,,0,1690,0,1,1,0,1,1,2,0.666667,0.75,0,0,0.003691,4,0.000113,0,0
LightLucieFall,LightLucieFall,,0,588,6,6,12,7,6,13,23,0.096078,0.124709,3986.848413,0.010489,0.012256,0,0.000217,0.036364,0.015994
J2107P,J2107P,,0,587,1,0,1,1,0,1,0,0,0,0,0.000602,0,0,0.000144,0,0.005363
Fan_haar_mening,Fan_haar_mening,,0,1692,0,2,2,0,2,2,1,1,1,0,0,0.000006,0,0.000113,0,0
GewoonJoene,GewoonJoene,,0,1691,1,0,1,1,0,1,0,0,0,0,0,0,0,0.000161,0,0.001911
GisolfBini,GisolfBini,,0,1693,1,1,2,1,1,2,1,1,1,2,0.000012,0.000011,0,0.000171,0,0.002399
barteradus_bart,barteradus_bart,,0,958,1,0,1,1,0,1,0,0,0,0,0,0,0,0.000282,0,0.00457
GBeerdsen,GBeerdsen,,0,246,1,2,3,1,2,3,1,1,1,0,0.002204,0.001813,1,0.000144,0.333333,0.006285
Paulitos4,Paulitos4,,0,877,1,6,7,2,6,8,2,0.875,0.928571,7,0.000497,0.018594,4,0.000137,0,0.001911
EvaReports,EvaReports,,0,875,2,0,2,3,0,3,0,0,0,0,0.000498,0,4,0.000233,0,0.003822
TaaiBenIk,TaaiBenIk,,0,1694,0,1,1,0,1,1,24,0.06328,0.072464,0,0,0.000215,4,0.000113,0,0
TheDawn3121,TheDawn3121,,0,492,3,2,5,4,2,6,23,0.067455,0.079766,752.666667,0.004378,0.002549,4,0.000253,0,0.007303
cpt_caveman_nl,cpt_caveman_nl,,0,1701,1,6,7,1,6,7,3,0.590909,0.705128,17,0.000024,0.006206,4,0.000133,0.066667,0.003146
Marcuz32691327,Marcuz32691327,,0,1702,0,1,1,0,1,1,23,0.094952,0.115259,0,0,0.000188,0,0.000113,0,0
DuMonde88,DuMonde88,,0,1703,0,3,3,0,3,3,1,1,1,0,0,0.000297,1,0.000113,0.333333,0
MarijkeDWR,MarijkeDWR,,0,1201,4,2,6,4,2,6,1,1,1,6,0.001817,0.000207,1,0.000231,0.2,0.008262
BRijnsburg,BRijnsburg,,0,1200,4,0,4,4,0,4,0,0,0,0,0.000054,0,1,0.000307,0.25,0.00967
SanderGrootDe,SanderGrootDe,,0,1705,0,15,15,0,23,23,2,0.777778,0.857143,0,0,0.063266,1,0.000113,0.004762,0
HighwaymanNH,HighwaymanNH,,0,1708,0,2,2,0,2,2,2,0.75,0.833333,0,0,0.000019,2,0.000113,0.5,0
Kortom_Tom,Kortom_Tom,,0,1707,2,2,4,2,6,8,1,1,1,2,0.000002,0.000456,2,0.000209,0.166667,0.003822
kromst,kromst,,0,1706,7,0,7,9,0,9,0,0,0,0,0.000382,0,2,0.000508,0.047619,0.016021
Kerel0,Kerel0,,0,1710,0,9,9,0,9,9,22,0.072917,0.099938,0,0,0.071793,5,0.000113,0.069444,0
ChrisAalberts,ChrisAalberts,,0,296,17,0,17,19,0,19,0,0,0,0,0.004614,0,4,0.000855,0.011029,0.038611
Mark12358141692,Mark12358141692,,0,1714,0,7,7,0,7,7,23,0.108307,0.141036,0,0,0.012165,5,0.000113,0.02381,0
hebawi,hebawi,,0,788,2,0,2,3,0,3,0,0,0,0,0.001381,0,5,0.000143,0,0.004378
bertmangil,bertmangil,,0,1713,1,0,1,1,0,1,0,0,0,0,0.000598,0,5,0.000127,0,0.001911
MarkvanZutphen,MarkvanZutphen,,0,1712,1,0,1,1,0,1,0,0,0,0,0.000598,0,5,0.000127,0,0.001911
raymtwit,raymtwit,,0,1715,0,2,2,0,2,2,2,0.75,0.833333,0,0,0.026412,1,0.000113,0,0
destedendwinger,destedendwinger,,0,830,1,2,3,6,4,10,23,0.07112,0.100797,0,0.000016,0.000001,4,0.000134,0.5,0.005484
r_siebum,r_siebum,,0,1717,0,4,4,0,5,5,19,0.100371,0.128653,0,0,0.015122,5,0.000113,0,0
patriciakooreva,patriciakooreva,,0,1716,2,2,4,2,3,5,2,0.75,0.833333,5,0.000884,0.006871,0,0.000169,0,0.003822
vvreverts,vvreverts,,0,1719,1,7,8,3,8,11,23,0.095813,0.125597,677,0.000254,0.00716,4,0.000129,0.089286,0.001911
johotilburg,johotilburg,,0,1721,0,3,3,0,3,3,1,1,1,0,0,0.002123,4,0.000113,0,0
RaymondBartens,RaymondBartens,,0,589,2,3,5,2,3,5,24,0.087987,0.109458,1401.5,0.00405,0.007792,0,0.000127,0,0.005287
Peter26061980,Peter26061980,,0,571,3,2,5,3,2,5,2,0.75,0.833333,11,0.002888,0.00021,1,0.000651,0.333333,0.012441
OdinenTroy,OdinenTroy,,0,571,1,2,3,1,2,3,2,0.75,0.833333,0,0.00001,0.000352,1,0.00039,1,0.004184
b3roe,b3roe,,0,1722,0,5,5,0,5,5,20,0.083706,0.101253,0,0,0.002635,1,0.000113,0.25,0
Errrr_________,Errrr_________,,0,492,10,4,14,15,10,25,20,0.083592,0.099917,266910.416667,0.00767,0.002258,1,0.002621,0.096154,0.217998
AstrasNico,AstrasNico,,0,492,3,4,7,3,4,7,19,0.091131,0.112626,266121,0.000871,0.030549,1,0.000705,0.166667,0.033674
AvVlastuin,AvVlastuin,,0,18,2,0,2,4,0,4,0,0,0,0,0.00024,0,1,0.000689,0.5,0.031275
NLRebellion,NLRebellion,,0,14,28,0,28,36,0,36,0,0,0,0,0.017546,0,4,0.005252,0.005291,0.319599
wondacollective,wondacollective,,0,492,17,1,18,19,1,20,22,0.072025,0.085524,58.916667,0.027287,0.029673,1,0.003084,0.069853,0.254785
Classy0943,Classy0943,,0,1723,0,2,2,0,2,2,23,0.067508,0.08036,0,0,0.003386,0,0.000113,0,0
vreugdeuiting,vreugdeuiting,,0,1730,0,2,2,0,2,2,24,0.088387,0.111962,0,0,0.000142,2,0.000113,0.5,0
Tjerkje01,Tjerkje01,,0,1729,1,16,17,1,22,23,23,0.096802,0.136408,683,0.000007,0.020319,2,0.000161,0.011029,0.001911
Ristret00005543,Ristret00005543,,0,1732,0,3,3,0,3,3,2,0.588235,0.65,0,0,0.006611,5,0.000113,0,0
PaarseKrokodila,PaarseKrokodila,,0,1731,1,0,1,1,0,1,0,0,0,0,0.000325,0,5,0.000145,0,0.001911
micheldebruijn,micheldebruijn,,0,760,2,9,11,2,14,16,22,0.106546,0.141116,525.859524,0.003356,0.00516,2,0.000173,0.055556,0.007525
Dylano055,Dylano055,,0,759,1,0,1,1,0,1,0,0,0,0,0.000254,0,2,0.000129,0,0.003343
JasperBosZwolle,JasperBosZwolle,,0,477,2,4,6,2,4,6,1,1,1,1233.166667,0.000494,0.005935,2,0.000226,0.066667,0.010734
diederikebbinge,diederikebbinge,,0,1483,2,0,2,2,0,2,0,0,0,0,0.003116,0,1,0.000667,0.5,0.008774
saskianoort,saskianoort,,0,1704,3,0,3,3,0,3,0,0,0,0,0.003193,0,4,0.000199,0,0.005733
GVerbaan,GVerbaan,,0,1207,6,0,6,6,0,6,0,0,0,0,0.011059,0,1,0.000219,0.066667,0.013694
safes_safe,safes_safe,,0,1733,0,1,1,0,1,1,1,1,1,0,0,0.000171,0,0.000113,0,0
ariekuip,ariekuip,,0,1734,0,1,1,0,1,1,1,1,1,0,0,0.000227,4,0.000113,0,0
LeoVriends,LeoVriends,,0,1735,0,1,1,0,1,1,3,0.5,0.583333,0,0,0.00021,1,0.000113,0,0
Jovo31394396,Jovo31394396,,0,1736,0,1,1,0,1,1,23,0.092809,0.106548,0,0,0.000463,5,0.000113,0,0
WNCKL,WNCKL,,0,1738,0,2,2,0,2,2,2,0.75,0.833333,0,0,0.000081,3,0.000113,0,0
Runa_Hellinga,Runa_Hellinga,,0,1737,1,0,1,1,0,1,0,0,0,0,0.000004,0,3,0.000161,0,0.001911
JaapBeetstra,JaapBeetstra,,0,1741,2,4,6,2,4,6,23,0.0944,0.114488,6,0.001669,0.006419,2,0.000182,0.133333,0.00431
karenv640,karenv640,,0,1740,3,0,3,3,0,3,0,0,0,0,0.001985,0,2,0.000221,0.333333,0.00726
SweetChannie,SweetChannie,,0,1742,0,1,1,0,1,1,1,1,1,0,0,0.000001,1,0.000113,0,0
wwwervelwind,wwwervelwind,,0,1744,0,4,4,0,4,4,1,1,1,0,0,0.013173,0,0.000113,0,0
StellaQuasten,StellaQuasten,,0,1743,2,0,2,2,0,2,0,0,0,0,0.001664,0,0,0.000148,0,0.00431
ReMu33,ReMu33,,0,1745,0,1,1,0,1,1,1,1,1,0,0,0.010848,1,0.000113,0,0
IvGNooneleft,IvGNooneleft,,0,823,1,0,1,1,0,1,0,0,0,0,0.000016,0,4,0.000134,0,0.005484
NietBekend7,NietBekend7,,0,1746,0,1,1,0,1,1,1,1,1,0,0,0.000423,5,0.000113,0,0
Albert_Zwol,Albert_Zwol,,0,1748,0,5,5,0,5,5,18,0.109314,0.143869,0,0,0.00873,4,0.000113,0,0
Sjefke69,Sjefke69,,0,1747,1,0,1,1,0,1,0,0,0,0,0.000429,0,4,0.000132,0,0.001911
Erwin3e,Erwin3e,,0,1749,1,2,3,1,2,3,1,1,1,2,0.000151,0.011218,0,0.000137,0,0.001911
unionseller,unionseller,,0,1753,0,5,5,0,7,7,22,0.103659,0.128741,0,0,0.009261,2,0.000113,0.05,0
myriam_vhj,myriam_vhj,,0,1752,1,0,1,1,0,1,0,0,0,0,0.000455,0,2,0.000132,0,0.001911
Vrijheidsvogel,Vrijheidsvogel,,0,1754,0,3,3,0,3,3,1,1,1,0,0,0.015568,4,0.000113,0,0
madeleinemeersm,madeleinemeersm,,0,1755,0,1,1,0,1,1,2,0.666667,0.75,0,0,0.000308,0,0.000113,0,0
frans09151062,frans09151062,,0,1565,1,0,1,1,0,1,0,0,0,0,0.000598,0,5,0.000127,0,0.002399
susan12347013,susan12347013,,0,1564,1,0,1,1,0,1,0,0,0,0,0.000598,0,5,0.000127,0,0.002399
Tandokan1,Tandokan1,,0,1756,0,1,1,0,1,1,1,1,1,0,0,0.000271,0,0.000113,0,0
Tijluilenspieg2,Tijluilenspieg2,,0,1757,0,2,2,0,2,2,22,0.072178,0.087458,0,0,0.040521,1,0.000113,0,0
Baelwynn,Baelwynn,,0,1760,0,4,4,0,4,4,2,0.833333,0.9,0,0,0.00497,0,0.000113,0,0
H_J1966,H_J1966,,0,1759,1,0,1,1,0,1,0,0,0,0,0.000244,0,0,0.000137,0,0.001911
A_n_n_32,A_n_n_32,,0,1758,1,0,1,1,0,1,0,0,0,0,0.000244,0,0,0.000137,0,0.001911
Zezunja,Zezunja,,0,1762,1,2,3,1,4,5,1,1,1,0,0.000081,0.001645,4,0.000145,0.333333,0.001911
suzi_1960,suzi_1960,,0,1761,2,0,2,3,0,3,0,0,0,0,0.000162,0,4,0.000206,0.5,0.00431
rieln,rieln,,0,358,2,0,2,3,0,3,0,0,0,0,0.001598,0,0,0.000141,1,0.008445
GerVerhoeven89,GerVerhoeven89,,0,357,3,0,3,6,0,6,0,0,0,0,0.002533,0,0,0.000151,0.5,0.011479
OranjeThomasvan,OranjeThomasvan,,0,1763,0,5,5,0,5,5,25,0.080835,0.100467,0,0,0.007205,0,0.000113,0,0
Maupie1972,Maupie1972,,0,1764,0,1,1,0,1,1,2,0.6,0.666667,0,0,0.000397,4,0.000113,0,0
DuckDaffy7,DuckDaffy7,,0,1765,0,1,1,0,1,1,19,0.099941,0.12428,0,0,0.001607,5,0.000113,0,0
tondelange2,tondelange2,,0,492,1,11,12,1,13,14,15,0.13178,0.163619,220129.291667,0.001693,0.023343,1,0.000168,0,0.008572
avanhoogdalem,avanhoogdalem,,0,1766,0,1,1,0,1,1,1,1,1,0,0,0.000267,3,0.000113,0,0
willem64417600,willem64417600,,0,1767,0,1,1,0,1,1,1,1,1,0,0,0.000296,0,0.000113,0,0
trans_texan,trans_texan,,0,1768,0,1,1,0,1,1,1,1,1,0,0,0.000487,4,0.000113,0,0
RolandKalb,RolandKalb,,0,1718,1,0,1,1,0,1,0,0,0,0,0.000352,0,4,0.000129,0,0.002399
stopmetstoken,stopmetstoken,,0,1769,0,2,2,0,2,2,22,0.088871,0.109566,0,0,0.031829,1,0.000113,0.5,0
GijsdeWerker,GijsdeWerker,,0,1772,0,1,1,0,1,1,3,0.5,0.566667,0,0,0,4,0.000113,0,0
analons,analons,,0,1771,1,3,4,1,3,4,2,0.8,0.875,4,0,0.014003,4,0.000209,0,0.001911
yangmuda99,yangmuda99,,0,1774,0,2,2,0,2,2,1,1,1,0,0,0.000131,0,0.000113,0,0
Spaardam11,Spaardam11,,0,1773,1,0,1,1,0,1,0,0,0,0,0.000006,0,0,0.000161,0,0.001911
Arneaux4,Arneaux4,,0,1775,0,2,2,0,2,2,22,0.072216,0.087493,0,0,0.030111,1,0.000113,0,0
NLfeest,NLfeest,,0,1782,2,18,20,3,19,22,2,0.909091,0.95,55.5,0.001906,0.01443,4,0.000225,0,0.004933
primevideonl,primevideonl,,0,749,3,0,3,3,0,3,0,0,0,0,0.004496,0,1,0.000162,0,0.007821
_Pietje_Bell,_Pietje_Bell,,0,1785,0,7,7,0,9,9,1,1,1,0,0,0.023217,4,0.000113,0,0
DrZemouri,DrZemouri,,0,1784,1,0,1,1,0,1,0,0,0,0,0.001141,0,4,0.000127,0,0.001911
ilahrubio,ilahrubio,,0,1783,1,0,1,1,0,1,0,0,0,0,0.001141,0,4,0.000127,0,0.001911
muppetrunner,muppetrunner,,0,1786,0,1,1,0,1,1,1,1,1,0,0,0.010848,1,0.000113,0,0
Pitzi14589748,Pitzi14589748,,0,1787,0,5,5,0,5,5,22,0.072778,0.092668,0,0,0.068049,1,0.000113,0.15,0
STELLA262189327,STELLA262189327,,0,1788,0,1,1,0,1,1,1,1,1,0,0,0.000271,0,0.000113,0,0
cedricartist,cedricartist,,0,1789,0,1,1,0,1,1,1,1,1,0,0,0.000412,5,0.000113,0,0
TWvoorvrijheid,TWvoorvrijheid,,0,1790,0,1,1,0,1,1,1,1,1,0,0,0.000171,0,0.000113,0,0
Lookhill2020,Lookhill2020,,0,1791,0,2,2,0,2,2,23,0.088013,0.113,0,0,0.007949,0,0.000113,0.5,0
tsooj84,tsooj84,,0,1793,0,1,1,0,1,1,1,1,1,0,0,0,0,0.000113,0,0
jadejoosten,jadejoosten,,0,1792,2,0,2,2,0,2,0,0,0,0,0,0,0,0.000259,0,0.004378
JoKer33817736,JoKer33817736,,0,1795,0,3,3,0,3,3,3,0.625,0.766667,0,0,0.003585,1,0.000113,0,0
Fred65108271,Fred65108271,,0,1794,1,0,1,1,0,1,0,0,0,0,0.000176,0,1,0.000145,0,0.001911
Alpina72712763,Alpina72712763,,0,710,1,7,8,2,8,10,22,0.072759,0.095079,29.5,0.003965,0.047072,1,0.000117,0.071429,0.002399
Vrijhof,Vrijhof,,0,1796,0,3,3,0,3,3,22,0.07217,0.088612,0,0,0.064116,1,0.000113,0.5,0
HoedemakerHans,HoedemakerHans,,0,1799,0,3,3,0,3,3,24,0.088799,0.111745,0,0,0.001944,4,0.000113,0.333333,0
xxxVeraGeexxx,xxxVeraGeexxx,,0,1798,3,3,6,3,3,6,23,0.095663,0.119653,1183.333333,0.000646,0.001959,4,0.000218,0.15,0.006413
Carol68122351,Carol68122351,,0,1797,1,5,6,1,5,6,24,0.087351,0.109584,38,0.000096,0.006114,0,0.000145,0.033333,0.001911
henk_blom1,henk_blom1,,0,1802,0,4,4,0,4,4,1,1,1,0,0,0.005313,4,0.000113,0,0
MargreetAdam,MargreetAdam,,0,1801,1,0,1,1,0,1,0,0,0,0,0.000261,0,4,0.000137,0,0.001911
xruisx,xruisx,,0,1800,1,0,1,1,0,1,0,0,0,0,0.000261,0,4,0.000137,0,0.001911
PJ23973200,PJ23973200,,0,1803,0,1,1,0,1,1,1,1,1,0,0,0.000044,0,0.000113,0,0
keespet,keespet,,0,1054,7,0,7,7,0,7,0,0,0,0,0.00089,0,0,0.000504,0,0.014977
JodocusDraak,JodocusDraak,,0,1804,0,1,1,0,1,1,1,1,1,0,0,0.000206,4,0.000113,0,0
AntiVolgers,AntiVolgers,,0,1805,0,5,5,0,6,6,2,0.631579,0.708333,0,0,0.01336,5,0.000113,0,0
Messentracker,Messentracker,,0,1806,0,1,1,0,1,1,1,1,1,0,0,0.000024,4,0.000113,0,0
efcee123,efcee123,,0,1807,0,2,2,0,2,2,2,0.75,0.833333,0,0,0.004946,0,0.000113,0,0
IlseVier4,IlseVier4,,0,1808,0,2,2,0,2,2,1,1,1,0,0,0.0006,4,0.000113,0,0
BBalings,BBalings,,0,456,3,0,3,3,0,3,0,0,0,0,0.002297,0,4,0.000238,0,0.007582
S_Y_Khan,S_Y_Khan,,0,1670,1,0,1,1,0,1,0,0,0,0,0.001551,0,0,0.00012,0,0.001911
DutchHunter2,DutchHunter2,,0,1809,0,1,1,0,1,1,1,1,1,0,0,0.000843,4,0.000113,0,0
onverwijld,onverwijld,,0,1811,0,1,1,0,1,1,1,1,1,0,0,0.000007,0,0.000113,0,0
BlackRo17263284,BlackRo17263284,,0,1810,2,0,2,2,0,2,0,0,0,0,0.000135,0,0,0.000233,0,0.003822
1_hanneke,1_hanneke,,0,1812,2,2,4,2,2,4,1,1,1,6,0.003919,0.010913,1,0.000168,0.166667,0.004446
HenkyD,HenkyD,,0,408,2,1,3,2,1,3,1,1,1,0,0.001317,0.010848,1,0.000198,0.333333,0.005468
Bettystwits,Bettystwits,,0,1813,1,4,5,1,4,5,23,0.094193,0.113769,0,0.000025,0.000517,0,0.000143,0.25,0.002467
barbaratruc,barbaratruc,,0,1813,1,4,5,1,4,5,23,0.094193,0.113769,0,0.000025,0.000517,0,0.000143,0.25,0.002467
zorgmarktde,zorgmarktde,,0,506,3,3,6,3,3,6,22,0.103385,0.12616,2707.5,0.000117,0.009403,0,0.00025,0.1,0.00874
VerstappenWim,VerstappenWim,,0,1814,0,1,1,0,1,1,1,1,1,0,0,0.010848,1,0.000113,0,0
De5december,De5december,,0,1821,1,19,20,1,19,20,22,0.111719,0.165606,651.166667,0.000005,0.038702,1,0.000161,0.002632,0.001911
LodewijkA,LodewijkA,,0,515,4,0,4,4,0,4,0,0,0,0,0.010924,0,1,0.000301,0,0.013703
GekkeG5,GekkeG5,,0,1822,1,1,2,1,1,2,1,1,1,0,0.000081,0.001637,4,0.000161,0.5,0.001911
mehdi_karayusuf,mehdi_karayusuf,,0,360,4,0,4,4,0,4,0,0,0,0,0.000444,0,1,0.000333,0.166667,0.014321
Keshum,Keshum,,0,1669,1,0,1,1,0,1,0,0,0,0,0.001551,0,0,0.00012,0,0.001911
CoVaxHeretic,CoVaxHeretic,,0,1824,0,3,3,0,3,3,22,0.102366,0.122983,0,0,0.010125,2,0.000113,0,0
Intenso60,Intenso60,,0,1823,1,0,1,1,0,1,0,0,0,0,0.000498,0,2,0.000145,0,0.001911
hollandswiefke,hollandswiefke,,0,1825,0,2,2,0,2,2,2,0.666667,0.75,0,0,0.000234,0,0.000113,0,0
TjerkLangman,TjerkLangman,,0,135,5,2,7,5,2,7,1,1,1,791.5,0.002017,0.001577,1,0.000335,0,0.012509
fdavw,fdavw,,0,564,2,0,2,2,0,2,0,0,0,0,0.005159,0,0,0.000128,0,0.004799
debeste22,debeste22,,0,1826,0,2,2,0,2,2,2,0.75,0.833333,0,0,0.004946,0,0.000113,0,0
tayfun_balcik,tayfun_balcik,,0,1668,1,0,1,2,0,2,0,0,0,0,0.001551,0,0,0.00012,0,0.001911
MonaKeijzer,MonaKeijzer,,0,46,3,0,3,4,0,4,0,0,0,0,0.00192,0,0,0.000212,0.166667,0.006794
GezegdHet,GezegdHet,,0,1827,0,3,3,0,3,3,22,0.072254,0.088974,0,0,0.041247,1,0.000113,0.666667,0
Littlebird153,Littlebird153,,0,1829,1,3,4,1,3,4,2,0.8,0.875,4,0.000214,0.00371,4,0.000121,0.083333,0.001911
SchonwetterTon,SchonwetterTon,,0,1828,1,1,2,1,1,2,2,0.666667,0.75,0,0.000182,0.003691,4,0.000147,0.5,0.002399
ERIKMol3,ERIKMol3,,0,492,1,9,10,1,10,11,18,0.126314,0.161686,39299.15,0.000085,0.01589,1,0.000147,0.022222,0.002997
vbnvbn3535,vbnvbn3535,,0,492,3,26,29,3,30,33,16,0.141268,0.213681,29789.3,0.000186,0.024762,5,0.000247,0.013228,0.010709
MarcKok1972,MarcKok1972,,0,1832,0,2,2,0,2,2,1,1,1,0,0,0.00001,2,0.000113,0,0
jasperschilder,jasperschilder,,0,1831,1,0,1,1,0,1,0,0,0,0,0.000001,0,2,0.000161,0,0.001911
Marlenemclara,Marlenemclara,,0,1833,0,2,2,0,2,2,1,1,1,0,0,0.006042,0,0.000113,0,0
volkskrant,volkskrant,,0,29,46,0,46,66,0,66,0,0,0,0,0.050979,0,4,0.012579,0.024155,0.278347
dvndm,dvndm,,0,474,1,0,1,1,0,1,0,0,0,0,0.000736,0,0,0.00013,0,0.005692
YunusKara72,YunusKara72,,0,1836,1,3,4,1,3,4,1,1,1,3,0.000536,0.005898,1,0.000145,0,0.001911
HenkAlkmaar,HenkAlkmaar,,0,1835,1,0,1,1,0,1,0,0,0,0,0.00029,0,1,0.000154,0,0.002399
franssnel1,franssnel1,,0,1834,1,0,1,1,0,1,0,0,0,0,0.00029,0,1,0.000154,0,0.002399
Redu_2020,Redu_2020,,0,1837,0,3,3,0,3,3,1,1,1,0,0,0.016457,0,0.000113,0,0
ferdgrapperhaus,ferdgrapperhaus,,0,242,14,0,14,19,0,19,0,0,0,0,0.007874,0,0,0.000695,0.038462,0.043249
eelcojj,eelcojj,,0,1838,0,5,5,0,5,5,22,0.072458,0.091995,0,0,0.066078,1,0.000113,0.2,0
mj___87,mj___87,,0,492,2,2,4,2,2,4,22,0.102202,0.121677,13,0.001249,0.009452,2,0.000152,0.166667,0.006324
n_nicolini,n_nicolini,,0,1154,4,0,4,4,0,4,0,0,0,0,0.007467,0,5,0.000183,0,0.007644
Ellytweett,Ellytweett,,0,1153,4,0,4,4,0,4,0,0,0,0,0.007467,0,5,0.000183,0,0.007644
nl75,nl75,,0,492,2,20,22,2,21,23,19,0.145388,0.207826,466170.957071,0.000156,0.045637,4,0.000678,0.002165,0.013758
AstridleLion4,AstridleLion4,,0,458,2,0,2,2,0,2,0,0,0,0,0.003126,0,4,0.000144,0,0.005671
Jos_hier,Jos_hier,,0,407,1,0,1,1,0,1,0,0,0,0,0.000781,0,1,0.000127,0,0.002507
buma_bo,buma_bo,,0,406,1,0,1,1,0,1,0,0,0,0,0.000781,0,1,0.000127,0,0.002507
HenkMul2,HenkMul2,,0,492,1,3,4,1,4,5,22,0.072187,0.088651,0,0.003476,0.064116,1,0.000148,0.5,0.004219
nietklagenmaar1,nietklagenmaar1,,0,1839,0,1,1,0,1,1,23,0.092809,0.106548,0,0,0.000463,5,0.000113,0,0
