clean_text_string,modularity_class
volendams ontzet vanaf ieder jaar 4 december massaal oliebollen eten volendam kozp tuig,0
dag sinterklaasje d g d g volendam kozp,0
onacceptabel geweld kozp betogers volendam daarom kamervragen bij1 betreft plek racistisc,1
kids pro zwarte piet dragen wel black owned brands filling pieces yeezys kozp volendam,1
plezier allemaal pakjesavond sinterklaas zwartepiet,0
iedereen fijne pakjesavond sinterklaas zwartepiet,0
stoort tegendemonstranten kozp vaak geweld bedienen vind demonstraties tijdens intocht,2
racist ingrid throws food at peaceful anti racism protesters kozp volendam netherlands,2
krijg indruk nederlanders vinden volendammer actie afkeuren paar subsidie slu,3
kickout kozp,3
kozp zwartepiet crimineel we zien steeds minder reclame,3
onaangekondigde demonstranten vreedzame marktbezoekers megafoon gezicht schreeuwen intimideren jaag gebrek pek veren weg eieren oliebollen kozp volendam,2
welk recht maken zichzelf onmogelijk onaangekondigd gaan demonstreren lijkt kozp onderhand wel weet regels chaos commotie cre ren plots duiken vol marktplein,2
onaangekondigd demonstratie houden ontdaan belaagt mogen blij e,2
eindelijk tegenactie vanuit bevolking tijd wegwezen overgesubsidieerde werklozen e,2
wel hans kozp krijgt gaat nek figuurlijk vanaf,2
kick out kozp,2
waar vandaag eiergooien oliebollen werpen durft kozp laatste werkdag 5december zwar,3
dorp stad cohesie samenhorigeheid krijgen ophitsers kozp poot a d grond,3
geldt enkel volendam v r geheel nederland noemer racisme proberen kin,3
opvallend nos 8u journaal kozp relschoppers weggejaagd volendammers nl ver,3
waarom openen kop kozp terroriseert winkelend publiek volendam,3
wij vanmiddag kozp gegooid,3
nou nee hoor volendam kozp warm verwelkomd hen gesmeten eieren oliebollen,3
goed gezegd mom racisme kozp nederland gepolariseerd racistischer gemaakt intolerante kopz goedschiks kwaadschiks halt toegeroepen,3
kozp staart tussen benen volendam weggejaagd,3
net goed kozp volendam uitgejaagd eieren visafval bekogeld net goed ga amsterdam vervelen onzin stelletje subsidie vreters,3
kozp staart tussen benen volendam uitgejaagd eieren visafval oliebollen bekogeld net goed niks zoeken wegwezen ga amsterdam onveilig maken subsidie vreters,3
angela jong gelijk vvmu langzaam zeker zogenaamde zelfbenoemde diversiteits subsidie slurpende nestbevuilers zoals bij1 npo emma matrassen hello fresh nivea blm pr susan leg ne vd vu ec helena dalli vergeten idioten kozp,3
goede actie man steeds zwartepiet racisme rechtsextremisme erger toebe,3
vraag beantwoord natuurlijk fan offerfeest ene traditie namelijk,3
ad bang objectieve berichtgeving kozp beroepsracisten staan deur,3
racistisch marxistische onverdraagzaam gedrag kozp komt vele nederlanders strot gedrag langzaam zeker getolereerd subsidie vreters beste amsterdam blijven waar idioten lopen uur gewerkt,3
kozp achterlijke organisatie,3
vreedzame demonstranten wel helaas demonstranten kozp vreedzaam we,3
kozp zeggen achterlijke idioten bellen mensen midden nacht bang maken wanneer volgende keer weer komen jagen we ijsselmeer jouw erbij,3
alleen vertegenwoordigd alleen amsterdam buiten amsterdam zie heel samenstelling daarom komen zoveel idioten amsterdam nee wanneer kozp even uitgelaten buiten amsterdam,3
actie reactie kozp onaangekondigd provocerend heel agressief komt,3
lieden kozp nooit 1 euro verdient man uitkeringen subsidies vretende huppelepub,3
zover gekomen dank kozp blanke deugkeusjes,3
kozp haatzaaien weet jij wel jesse,2
oprotten haatzaaiende nietsnutten kozp,2
kozp haatzaaiers oprotten nietsnutten werklozen subsidieslurpers,2
wegwezen kozp haatzaaiers,2
oprotten beroepswerklozen subsidieslurpers kozp,2
grapperhaus zet kozp lijst terroristische organisaties doe goeds nederland,2
nederland klaar racisten subsidieslurpers kozp lijkt wel duidelijk,2
bedankt volendam love you kozp,2
oprotten subsidievreters kozp,2
stop kozp,2
hulde mevrouw pak beroepswerklozen kozp,2
heel goed verdrijf kozp beroepswerklozen,2
kozp volendam verdreven hulde volendammers zwarte piet hoort nederland,2
kozp beetje bang,2
kozp eigenlijk wel betaald visschotel oliebollen volendam af rekenen vertrokken,2
vreedzaam oer hollands dorp volendam onverwacht binnen gaat groep kozp activisten gaat uitschelden racist feit sinterklaas volgens traditie vieren raar opkijken oliebollen eieren wegjagen,2
oer hollands dorp volendam onverwacht binnen gaat groep kozp activisten gaat uitschelden racist feit sinterklaas volgens aloude traditie vieren raar opkijken oliebollen eieren wegjagen,2
beste stinkende dubbele moraal waarom hoorden wij vreedzame betogers covid elkaar werden geslagen vieze huichelaars rotzakken maken land kapot kozp pleegde huisvredebreuk passende egards verwijderd,2
heerlijk beeld echte nederlanders zien volendam tegenover gesubsidieerde beroeps jankerts kozp zielige racistische linkse deugers volgertjes kozp volk zwarte piet afgezet zak pepernoten ghana iran,2
heerlijk beeld echte nederlanders zien volendam tegenover gesubsidieerde beroeps jankerts kozp zielige racistische linkse deugers volgertjes kozp volk zwarte piet afgezet zak pepernoten ghana iran,2
racistische kozp bij1 hoort thuis nederland bijdrage land 0 0000 verdwijn ghana ga werken joh,2
heerlijk beeld echte nederlanders zien volendam tegenover gesubsidieerde beroeps jankerts kozp zielige racistische linkse deugers volgertjes kozp volk zwarte piet afgezet zak pepernoten ghana iran,2
heerlijk beeld ingrid zien volendam tegenover gesubsidieerde beroeps jankerts kozp zielige racistische linkse deug volgertjes kozp volk zwarte piet afgezet evt zak pepernoten ghana iran fijn vr,2
misschien even artikel maken verwerpelijke christenen achter zitten alle begrip ntrlijk linkse deug huilertjes rascisme roepers kozp verdient dagelijks rotte eieren afreizen iran zwarte piet bestrijden,2
heerlijk beeld echte nederlanders zien volendam tegenover zwaar gesubsidieerde beroeps jankerts kozp zielige racistische linkse deug volgertjes kozp volk zwarte piet afgezet evt zak pepernoten ghana iran,2
heerlijk beeld echte nederlanders zien volendam tegenover gesubsidieerde beroeps jankerts kozp zielige racistische linkse deugers volgertjes kozp volk zwarte piet afgezet zak pepernoten ghana iran,2
heerlijk beeld echte nederlanders zien volendam tegenover gesubsidieerde beroeps jankerts kozp zielige racistische linkse deugers volgertjes kozp volk zwarte piet afgezet zak pepernoten ghana iran,2
heerlijk beeld echte nederlanders zien volendam tegenover gesubsidieerde beroeps jankerts kozp zielige racistische linkse deugers volgertjes kozp volk zwarte piet afgezet zak pepernoten ghana iran,2
heerlijk beeld echte nederlanders zien volendam tegenover gesubsidieerde beroeps jankerts kozp zielige racistische linkse deugers volgertjes kozp volk zwarte piet afgezet zak pepernoten ghana iran,2
heerlijk beeld echte nederlanders zien volendam tegenover gesubsidieerde beroeps jankerts kozp zielige racistische linkse deugers volgertjes kozp volk zwarte piet afgezet zak pepernoten ghana iran,2
verwijderen kozp alle gesubsidieerde gore linkse d66 deug shit noodzakelijke stap terugbrengen nederland mensen aankunnen moeten vooral ghana kaagland iran gaan moeten werken subsidie wel zw piet,2
verwende gesubsidieerde beroeps querulanten kozp definitief vertrekken geliefde ghana gaan werken kaag land iran waar zwarte piet,2
kozp weer trending echt joh subsidie trekkende querulanten toevoegen nl witte deug volgers,2
kozp weer trending echt joh subsidie trekkende querulanten toevoegen nl witte deug volgers horen nl thuis goed schandalige soort klagen wegens huisvredebreuk laster volendamse echte nederlanders verdienen lintje,2
kozp passende gards volendam verwijderd terecht agressief huisvredebreuk stad pleegt aangepakt bewuste provocatie gesubsidieerde beroeps proleten vooral blanke racisme kraaiende linkse extremisten 2 zwarten,2
beste jesse stinkende dubbele moraal waarom hoorden wij vreedzame betogers covid elkaar werden geslagen vieze huichelaars rotzakken maken land kapot kozp pleegde huisvredebreuk passende gards verwijderd,2
beste jesse stinkende dubbele moraal waarom hoorden wij vreedzame betogers covid elkaar werden geslagen vieze huichelaars rotzakken maken land kapot kozp pleegde huisvredebreuk passende gards verwijderd,2
subsidie vreters 0 0000 bijdragen nl ga ghana iran opvallend trouwens kozp groepje verdwaasde blanken bestond 1 zwarte waar gekwetste racistisch bejegende zwarten,2
nou misseinstein weet helemaal niks tuig kozp,3
hartelijk gelachen kozp irritante schreeuwers gesteund oh woke groen links verwerpelijke partij aarde mogelijk schade toe brengen,2
hoop kozp lesje geleerd volgend jaar herhaling eieren heerlijk mee gooien,2
inwoners verrast overvallen ontdaan groep kozp tweestrijd kwam zaaien,2
kop inwoners verrast overvallen ontdaan groep kozp tweestrijd kwam zaaien,2
sinds komst kozp dachten we racisme jullie aanstichters tweedeling maatschappij vraag af waar jullie strijden,2
wanneer gaan zwarten zien treiteracties kozp akwasi j airfryer amp sylvana averechts werken hierdoor 15 miljoen nl ers pest gaan krijgen zwarten waardoor zwarten welkom amp hulp krijgen weer moeder akwasi tussen zitten,2
wanneer gaan zwarten zien treiteracties kozp akwasi j airfryer amp sylvana averechts werken hierdoor 15 miljoen nl ers pest gaan krijgen zwarten waardoor zwarten welkom amp hulp krijgen weer moeder akwasi tussen zitten,2
wanneer gaan zwarten zien treiteracties kozp akwasi j airfryer amp sylvana averechts werken hierdoor 15 miljoen nl ers pest gaan krijgen zwarten waardoor zwarten welkom amp hulp krijgen weer moeder akwasi tussen zitten,2
wanneer gaan zwarten zien treiteracties kozp akwasi j airfryer amp sylvana averechts werken hierdoor 15 miljoen nl ers pest gaan krijgen zwarten waardoor zwarten welkom amp hulp krijgen weer moeder akwasi tussen zitten,2
eindelijk kozp relschoppers weggejaagd wakkere volendammers nl verdedigen moeten overige 15 miljoen nl ers wakker snel gedaan kozp treiteraars allemaal subsidie uitkering tiet hangen,2
eindelijk kozp relschoppers weggejaagd wakkere volendammers nl verdedigen moeten overige 15 miljoen nl ers wakker snel gedaan kozp treiteraars allemaal subsidie uitkering tiet hangen,2
sashi eindelijk kozp relschoppers weggejaagd wakkere volendammers nl verdedigen moeten overige 15 miljoen nl ers wakker snel gedaan kozp treiteraars allemaal subsidie uitkering tiet hangen,2
eindelijk kozp relschoppers weggejaagd wakkere volendammers nl verdedigen moeten overige 15 miljoen nl ers wakker snel gedaan kozp treiteraars allemaal subsidie uitkering tiet hangen,2
eindelijk kozp relschoppers weggejaagd wakkere volendammers nl verdedigen moeten overige 15 miljoen nl ers wakker snel gedaan kozp treiteraars allemaal subsidie uitkering tiet hangen,2
eindelijk kozp relschoppers weggejaagd wakkere volendammers nl verdedigen moeten overige 15 miljoen nl ers wakker snel gedaan kozp treiteraars allemaal subsidie uitkering tiet hangen,2
eindelijk kozp relschoppers weggejaagd wakkere volendammers nl verdedigen moeten overige 15 miljoen nl ers wakker snel gedaan kozp treiteraars allemaal subsidie uitkering tiet hangen,2
eindelijk kozp relschoppers weggejaagd wakkere volendammers nl verdedigen moeten overige 15 miljoen nl ers wakker snel gedaan kozp treiteraars allemaal subsidie uitkering tiet hangen,2
opvallend nos 8u journaal kozp relschoppers weggejaagd volendammers nl verdedigen misleiding nl ers objectieve d66 links gekleurde halve waarheden vertellende amp liegende staatsmedia npo wnl nos 1v nuur op1 amp rtl kent grenzen,2
eindelijk kozp relschoppers weggejaagd wakkere volendammers nl verdedigen eindelijk moeten overige 15 miljoen nl ers wakker snel gedaan kozp treiteraars allemaal subsidie uitkering tiet hangen,2
eindelijk kozp relschoppers weggejaagd wakkere volendammers nl verdedigen eindelijk moeten overige 15 miljoen nl ers wakker snel gedaan kozp treiteraars allemaal subsidie uitkering tiet hangen,2
eindelijk kozp relschoppers weggejaagd wakkere volendammers nl verdedigen eindelijk moeten overige 15 miljoen nl ers wakker snel gedaan kozp treiteraars allemaal subsidie uitkering tiet hangen,2
kozp relschoppers weggejaagd wakkere volendammers nl verdedigen eindelijk moeten overige 15 miljoen nl ers wakker snel gedaan kozp treiteraars allemaal subsidie uitkering tiet hangen,2
eindelijk kozp relschoppers weggejaagd wakkere volendammers nl verdedigen moeten overige 15 miljoen nl ers wakker snel gedaan kozp treiteraars allemaal subsidie uitkering tiet hangen,2
eindelijk kozp relschoppers weggejaagd wakkere volendammers nl verdedigen moeten overige 15 miljoen nl ers wakker snel gedaan kozp treiteraars allemaal subsidie uitkering tiet hangen,2
eindelijk kozp relschoppers weggejaagd wakkere volendammers nl verdedigen moeten overige 15 miljoen nl ers wakker snel gedaan kozp treiteraars allemaal subsidie uitkering tiet hangen,2
kozp relschoppers weggejaagd wakkere volendammers nl verdedigen eindelijk moeten overige 15 miljoen nl ers wakker snel gedaan kozp treiteraars allemaal subsidie uitkering tiet hangen,2
kozp relschoppers weggejaagd wakkere volendammers nl verdedigen moeten overige 15 miljoen nl ers wakker snel gedaan kozp treiteraars allemaal subsidie uitkering tiet hangen,2
kozp relschoppers weggejaagd wakkere volendammers nl verdedigen moeten overige 15 miljoen nl ers wakker snel gedaan kozp treiteraars allemaal subsidie uitkering tiet hangen,2
opvallend nos 8u journaal kozp relschoppers weggejaagd volendammers nl verdedigen misleiding nl ers objectieve d66 links gekleurde halve waarheden vertellende amp liegende staatsmedia npo wnl nos 1v nuur op1 amp rtl kent grenzen,2
nos 8u nieuwd kozp relschoppers weggejaagd wakkere volendammers nl verdedigen misleiding nl ers objectieve d66 links gekleurde halve waarheden vertellende amp liegende staatsmedia npo wnl nos 1v nuur op1 rtl kent grenzen,2
nos 8u journaal kozp relschoppers weggejaagd volendammers nl verdedigen tja misleiding nl ers objectieve d66 links gekleurde halve waarheden vertellende amp liegende staatsmedia npo wnl nos 1v nuur op1 rtl kent grenzen,2
nl ers eindelijk wakker pikken shit kozp subsidie tiet hangende jerry airfryer akwasi cs politiek zelfbenoemde deug bestuurders,2
nl ers eindelijk wakker pikken shit kozp subsidie tiet hangende jerry airfryer akwasi cs politiek zelfbenoemde deug bestuurders,2
wanneer gaan zwarten zien treiter acties sylvana vriendjes kozp akwasi airfryer averechts werken hierdoor 17 miljoen nl ers pest krijgen zwarten waardoor zwarten welkom amp hulp krijgen sylvana tussen zitten,2
wanneer gaan zwarten zien treiter acties sylvana vriendjes kozp akwasi airfryer averechts werken hierdoor 17 miljoen nl ers pest krijgen zwarten waardoor zwarten welkom amp hulp krijgen sylvana tussen zitten,2
klopt pedofiele kozp vedette nelson maatman inderdaad nederl,2
wanneer gaan zwarten zien treiter acties sylvana vriendjes kozp akwasi airfryer averechts werken hierdoor 17 miljoen nl ers pest krijgen zwarten waardoor zwarten welkom amp hulp krijgen sylvana tussen zitten,2
wanneer gaan zwarten zien treiter acties sylvana kozp akwasi airfryer averechts werken hierdoor 15 miljoen nl ers pest krijgen zwarten waardoor zwarten welkom amp hulp krijgen moeder akwasi airfryer tussen zitten,2
volendammers hulde kozp relschoppers weggejaagd wakkere volendammers nl verdedigen moeten overige 15 miljoen nl ers wakker snel gedaan kozp treiteraars allemaal subsidie uitkering tiet hangen,2
volendammers amp urkers hulde kozp relschoppers weggejaagd wakkere volendammers nl verdedigen moeten overige 15 miljoen nl ers wakker snel gedaan kozp treiteraars allemaal subsidie uitkering tiet hangen,2
